      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00    0.00 210.70   0.00   0.00   0.00   0.00 292.96   0.00
  70.00    0.07 219.10   0.00   0.00   0.00   0.00 292.96   0.01
  50.00    0.95 276.20   0.00   0.00   0.00   0.00 293.07   0.41
  45.00    1.76 269.70   0.00   0.00   0.00   0.00 292.91   1.04
  40.00    3.33 257.50   0.00   0.00   0.00   0.00 292.58   1.95
  35.00    6.52 245.30   0.00   0.00   0.00   0.00 292.05   3.25
  30.00   13.20 234.20   0.00   0.00   0.02   0.00 291.31   5.20
  20.00   55.50 209.40   0.00   0.00   2.00   0.01 287.59  10.91
  19.75   57.80 210.40   0.00   0.00   2.00   0.01 287.57  11.02
  19.44   60.90 208.00   0.00   0.00   2.00   0.01 287.46  11.10
  18.90   66.50 207.30   0.00   0.00   2.00   0.01 287.39  11.27
  18.78   67.80 206.00   0.00   0.00   3.00   0.01 287.36  11.29
  18.29   73.60 204.60   0.00   0.00   3.00   0.01 287.43  11.41
  17.98   77.50 205.30   0.00   0.00   3.00   0.01 287.58  11.57
  17.33   86.30 209.80   0.00   0.00   4.00   0.01 287.69  12.51
  16.85   93.50 200.80   0.00   0.00   6.00   0.01 287.25  12.48
  16.45  100.00 201.60   0.00   0.00   5.00   0.01 287.57  12.51
  15.88  110.00 204.60   0.00   0.00   7.00   0.01 288.08  13.17
  15.36  120.00 205.80   0.00   0.00  14.00   0.01 288.23  14.14
  15.24  122.40 204.30   0.00   0.00  18.00   0.01 288.15  14.32
  15.07  126.00 202.20   0.00   0.00  25.00   0.00 288.13  14.47
  14.79  132.00 201.00   0.00   0.00  34.00   0.00 288.31  14.75
  14.45  140.00 201.00   0.00   0.00  40.00   0.00 288.79  15.30
  13.84  155.00 203.20   0.00   0.00  41.00   0.00 290.01  16.83
  12.63  189.00 211.20   0.01   0.00  51.00   0.00 293.85  23.06
  12.28  200.00 214.20   0.01   0.00  52.00   0.00 295.36  26.03
  11.89  212.70 217.60   0.02   0.00  47.00   0.01 297.18  29.88
  11.47  227.00 221.20   0.02   0.00  43.00   0.01 299.20  34.45
  11.14  239.00 223.60   0.04   0.00  59.00   0.01 300.94  38.87
  10.84  250.00 225.80   0.05   0.00  63.00   0.01 302.73  43.44
  10.01  283.00 232.20   0.09   0.00  58.00   0.01 308.83  56.92
   9.61  300.00 235.00   0.15   0.00  70.00   0.01 312.33  64.17
   9.52  304.00 235.60   0.17   0.00  78.00   0.01 313.25  66.01
   9.36  311.00 236.40   0.19   0.00  78.00   0.01 315.04  69.15
   9.30  314.00 236.80   0.18   0.00  70.00   0.01 315.88  70.39
   9.19  319.00 237.80   0.18   0.00  65.00   0.01 317.33  72.41
   9.14  321.00 238.20   0.17   0.00  58.00   0.01 317.91  73.20
   9.08  324.00 238.80   0.15   0.00  49.00   0.01 318.75  74.32
   8.89  333.00 240.60   0.16   0.00  45.00   0.02 321.20  77.57
   8.80  337.00 241.20   0.11   0.00  29.00   0.02 322.20  78.83
   7.96  379.00 248.80   0.10   0.00  14.00   0.03 331.30  90.81
   7.75  390.00 250.00   0.08   0.00  10.00   0.03 333.12  93.52
   7.62  397.30 251.00   0.16   0.00  18.00   0.03 334.50  95.54
   7.57  400.00 251.40   0.20   0.00  22.00   0.03 335.14  96.54
   7.51  403.00 251.60   0.21   0.00  22.00   0.04 335.89  97.64
   6.86  440.00 257.80   0.16   0.00  10.00   0.06 345.45 110.49
   6.40  467.20 261.20   0.10   0.00   5.00   0.06 350.94 117.85
   6.10  486.20 263.50   0.07   0.00   3.00   0.06 354.03 122.09
   5.97  494.00 264.40   0.08   0.00   3.00   0.07 355.11 123.75
   5.03  557.00 271.00   0.29   0.00   7.00   0.08 366.41 142.09
   4.27  612.20 277.60   0.33   0.00   5.00   0.09 378.70 163.39
   3.96  636.00 280.30   0.39   0.00   5.00   0.09 383.46 172.47
   3.35  684.20 284.60   0.51   0.00   5.00   0.09 392.13 190.68
   3.16  700.00 285.90   0.45   0.00   4.00   0.11 394.64 196.23
   2.90  722.00 287.80   0.50   0.00   4.00   0.13 397.55 203.77
   2.64  745.00 288.50   0.79   0.00   6.00   0.13 398.99 211.24
   2.43  764.00 288.10   2.30   0.00  18.00   0.13 400.07 219.10
   2.13  790.70 290.50   1.77   0.00  12.00   0.16 406.24 234.19
   1.94  809.00 292.10   1.46   0.00   9.00   0.24 409.61 242.30
   1.83  819.50 292.60   1.84   0.00  11.00   0.24 410.90 246.45
   1.51  850.00 294.10   2.74   0.00  15.00   0.24 415.19 259.56
   1.16  886.00 297.10   2.60   0.00  12.00   0.32 421.03 276.62
   0.75  928.00 297.90   4.31   0.00  19.00   0.38 420.65 292.02
   0.61  943.00 297.60   4.02   0.00  18.00   0.38 418.17 296.24
   0.51  954.00 296.80   4.05   0.00  19.00   0.38 414.78 297.62
   0.45  961.00 294.90   5.93   0.00  31.00   0.38 411.10 296.36
   0.35  972.00 294.50   7.10   0.00  38.00   0.38 407.67 297.76
   0.30  976.70 292.20  11.93   0.00  73.00   0.38 402.82 296.17
   0.29  978.00 291.50  13.79   0.00  88.00   0.38 401.51 295.53
   0.27  981.00 290.30  14.59   0.00  99.99   0.38 399.53 294.80
   0.21  988.10 290.00  14.33   0.00  99.99   0.38 398.66 297.91
   0.20  988.70 289.90  14.25   0.00  99.99   0.38 398.55 298.15
   0.20  989.20 289.90  14.25   0.00  99.99   0.38 398.52 298.44
   0.19  989.80 289.90  14.25   0.00  99.99   0.38 398.48 298.76
   0.19  990.40 289.90  14.25   0.00  99.99   0.38 398.41 299.09
   0.18  990.90 289.80  14.16   0.00  99.99   0.38 398.30 299.35
   0.18  991.50 289.80  14.16   0.00  99.99   0.38 398.27 299.64
   0.17  992.00 289.80  14.16   0.00  99.99   0.38 398.21 299.96
   0.17  992.60 289.70  14.08   0.00  99.99   0.38 398.11 300.20
   0.16  993.20 289.70  14.08   0.00  99.99   0.38 398.08 300.48
   0.16  993.70 289.70  14.08   0.00  99.99   0.38 398.04 300.73
   0.15  994.30 289.60  13.99   0.00  99.99   0.38 397.95 300.96
   0.15  994.90 289.60  13.99   0.00  99.99   0.38 397.94 301.23
   0.14  995.40 289.60  13.99   0.00  99.99   0.38 397.91 301.53
   0.14  996.00 289.50  13.91   0.00  99.99   0.00 397.89 301.76
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00*******   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
