      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00    0.00 210.70   0.00   0.00   0.00   0.00 292.26   0.00
  70.00    0.07 219.10   0.00   0.00   0.00   0.00 292.27   0.01
  50.00    0.95 276.20   0.00   0.00   0.00   0.00 292.38   0.41
  45.00    1.76 269.70   0.00   0.00   0.00   0.00 292.22   1.05
  40.00    3.33 257.50   0.00   0.00   0.00   0.00 291.89   1.98
  35.00    6.52 245.30   0.00   0.00   0.01   0.00 291.35   3.32
  30.00   13.20 234.20   0.00   0.00   0.04   0.00 290.60   5.40
  20.58   52.10 211.60   0.00   0.00   2.00   0.00 287.26  11.58
  20.42   53.50 212.20   0.00   0.00   2.00   0.00 287.21  11.65
  20.07   56.60 209.40   0.00   0.00   2.00   0.01 287.06  11.72
  19.51   62.00 208.90   0.00   0.00   3.00   0.02 287.06  12.00
  18.98   67.60 208.40   0.00   0.00   3.00   0.02 286.99  12.39
  18.77   70.00 207.20   0.00   0.00   5.00   0.02 286.91  12.52
  18.33   75.30 203.40   0.00   0.00   7.00   0.02 286.79  12.64
  17.68   84.10 202.00   0.00   0.00  13.00   0.02 286.90  12.96
  17.48   86.90 199.80   0.00   0.00  12.00   0.02 286.92  12.99
  17.07   93.30 199.20   0.00   0.00  14.00   0.02 287.24  13.13
  16.85   96.80 200.80   0.00   0.00  15.00   0.02 287.48  13.36
  16.46  103.50 200.80   0.00   0.00  15.00   0.02 287.76  13.80
  16.26  107.00 200.20   0.00   0.00  15.00   0.02 287.86  13.97
  16.15  109.00 198.90   0.00   0.00  14.00   0.02 287.92  14.01
  15.70  118.00 198.20   0.00   0.00  14.00   0.02 288.53  14.25
  14.95  134.00 202.60   0.00   0.00  11.00   0.01 290.15  15.40
  14.56  143.00 206.20   0.00   0.00  12.00   0.01 291.11  16.44
  14.35  148.00 207.20   0.00   0.00  15.00   0.01 291.58  17.10
  14.27  150.00 207.60   0.00   0.00  15.00   0.01 291.78  17.38
  14.07  155.00 209.40   0.00   0.00  21.00   0.01 292.27  18.24
  13.95  158.00 209.00   0.00   0.00  28.00   0.01 292.53  18.78
  13.76  163.00 210.00   0.00   0.00  29.00   0.01 293.13  19.76
  12.94  186.00 216.80   0.01   0.00  21.00   0.01 296.21  25.18
  12.58  197.00 219.80   0.01   0.00  29.00   0.01 297.68  28.52
  12.48  200.00 220.20   0.02   0.00  37.00   0.01 298.07  29.61
  12.35  204.00 220.40   0.02   0.00  42.00   0.01 298.67  31.12
  12.19  209.00 221.90   0.02   0.00  37.00   0.02 299.61  33.08
  11.39  236.00 229.60   0.02   0.00  20.00   0.02 304.38  42.91
  11.14  245.00 231.40   0.03   0.00  20.00   0.02 305.68  46.04
  11.00  250.00 232.00   0.04   0.00  23.00   0.02 306.36  47.79
  10.89  254.00 232.60   0.05   0.00  33.00   0.02 307.02  49.42
  10.79  258.00 233.20   0.05   0.00  27.00   0.02 307.70  51.10
  10.68  262.00 233.60   0.05   0.00  30.00   0.02 308.41  52.65
  10.42  272.00 235.40   0.05   0.00  24.00   0.02 310.38  56.40
  10.06  286.70 238.50   0.05   0.00  17.00   0.03 313.28  61.46
   9.91  293.00 239.80   0.05   0.00  15.00   0.03 314.45  63.52
   9.74  300.00 241.20   0.08   0.00  21.00   0.03 315.85  66.12
   9.30  319.00 245.00   0.06   0.00  12.00   0.03 319.67  73.20
   9.14  326.00 246.20   0.07   0.00  12.00   0.04 320.90  75.56
   8.63  350.00 250.00   0.12   0.00  14.00   0.06 325.49  84.35
   7.76  393.00 258.20   0.21   0.00  13.00   0.09 335.22 103.73
   7.62  400.50 259.10   0.24   0.00  14.00   0.13 336.59 107.38
   6.11  487.00 268.80   0.39   0.00  11.00   0.18 354.28 143.85
   5.90  500.00 270.60   0.41   0.00  10.00   0.20 357.24 149.48
