      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00    0.00 210.70   0.00   0.00   0.00   0.00 294.92   0.00
  70.00    0.07 219.10   0.00   0.00   0.00   0.00 294.92   0.01
  50.00    0.95 276.20   0.00   0.00   0.00   0.00 295.03   0.41
  45.00    1.76 269.70   0.00   0.00   0.00   0.00 294.86   1.04
  40.00    3.33 257.50   0.00   0.00   0.00   0.00 294.51   1.95
  32.00    8.90 230.70   0.00   0.00   1.00   0.00 293.08   4.79
  31.73    9.30 228.40   0.00   0.00   1.00   0.00 293.04   4.93
  31.45    9.70 227.60   0.00   0.00   1.00   0.00 293.02   5.06
  30.67   10.90 228.80   0.00   0.00   1.00   0.00 292.99   5.54
  30.31   11.50 230.60   0.00   0.00   1.00   0.00 292.95   5.84
  29.26   13.40 227.80   0.00   0.00   1.00   0.00 292.75   6.65
  28.65   14.70 226.80   0.00   0.00   1.00   0.00 292.65   7.07
  28.11   16.00 226.80   0.00   0.00   1.00   0.00 292.56   7.48
  27.43   17.70 225.00   0.00   0.00   1.00   0.00 292.41   7.96
  27.13   18.60 223.80   0.00   0.00   1.00   0.00 292.34   8.16
  26.70   19.80 221.00   0.00   0.00   1.00   0.00 292.27   8.37
  26.21   21.40 221.60   0.00   0.00   1.00   0.00 292.27   8.65
  24.99   25.70 223.10   0.00   0.00   1.00   0.00 292.18   9.63
  24.69   27.00 223.10   0.00   0.00   1.00   0.00 292.11   9.91
  24.08   29.60 221.80   0.00   0.00   1.00   0.00 291.94  10.42
  23.86   30.60 222.20   0.00   0.00   1.00   0.00 291.88  10.62
  23.02   34.90 216.80   0.00   0.00   1.00   0.00 291.60  11.10
  21.64   43.30 218.20   0.00   0.00   1.00   0.00 291.54  12.11
  21.03   47.70 218.80   0.00   0.00   1.00   0.00 291.32  12.71
  20.65   50.60 214.80   0.00   0.00   1.00   0.00 291.08  12.89
  18.90   66.90 209.90   0.00   0.00   1.00   0.01 290.77  13.63
  18.62   70.00 210.00   0.00   0.00   2.00   0.01 290.81  13.78
  18.29   73.90 209.70   0.00   0.00   2.00   0.01 290.85  14.00
  17.68   81.70 209.00   0.00   0.00   2.00   0.01 290.94  14.39
  15.87  110.00 209.00   0.00   0.00   2.00   0.01 291.61  15.86
  15.13  124.00 210.40   0.00   0.00   3.00   0.00 292.08  16.76
  14.70  133.00 210.40   0.00   0.00   4.00   0.00 292.25  17.33
  14.34  141.00 209.00   0.00   0.00   4.00   0.00 292.41  17.66
  14.21  144.00 210.00   0.00   0.00   5.00   0.00 292.56  17.85
  13.96  150.00 209.80   0.00   0.00   8.00   0.00 292.74  18.26
  13.84  153.00 210.00   0.00   0.00  13.00   0.00 292.83  18.52
  13.76  155.00 209.00   0.00   0.00  15.00   0.00 292.88  18.66
  13.60  159.00 209.20   0.00   0.00  18.00   0.00 293.12  19.01
  13.11  172.50 209.60   0.00   0.00  13.00   0.00 294.01  20.21
  12.88  179.00 210.60   0.00   0.00  12.00   0.00 294.57  20.81
  12.19  199.90 215.00   0.00   0.00  11.00   0.01 296.57  23.46
  11.70  216.00 218.00   0.00   0.00  12.00   0.01 298.18  26.05
