      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00    0.00 210.70   0.00   0.00   0.00   0.00 280.86   0.00
  70.00    0.07 219.10   0.00   0.00   0.00   0.00 280.87   0.01
  50.00    0.95 276.20   0.00   0.00   0.00   0.00 280.98   0.42
  45.00    1.76 269.70   0.00   0.00   0.00   0.00 280.82   1.06
  40.00    3.33 257.50   0.00   0.00   0.00   0.00 280.48   1.99
  35.00    6.52 245.30   0.00   0.00   0.01   0.00 279.93   3.36
  30.00   13.20 234.20   0.00   0.00   0.06   0.00 279.11   5.50
  25.00   27.70 224.20   0.00   0.00   0.37   0.01 277.99   8.75
  18.95   68.40 206.80   0.00   0.00   3.00   0.02 276.17  12.76
  18.90   69.00 206.80   0.00   0.00   3.00   0.02 276.18  12.77
  18.81   70.00 206.80   0.00   0.00   3.00   0.02 276.21  12.82
  18.29   76.30 206.60   0.00   0.00   4.00   0.02 276.34  13.17
  17.95   80.70 206.40   0.00   0.00   5.00   0.02 276.35  13.46
  17.48   87.30 200.80   0.00   0.00   6.00   0.02 276.33  13.49
  16.89   96.50 201.60   0.00   0.00   8.00   0.02 276.96  13.76
  16.68  100.00 203.40   0.00   0.00   7.00   0.02 277.22  14.04
  16.50  103.00 202.60   0.00   0.00   8.00   0.02 277.38  14.23
  16.11  110.00 204.40   0.00   0.00   8.00   0.02 277.85  14.79
  15.80  116.00 203.20   0.00   0.00  10.00   0.02 278.15  15.16
  15.24  127.30 204.10   0.00   0.00   8.00   0.02 279.07  15.92
  14.80  137.00 206.80   0.00   0.00   9.00   0.01 280.01  16.84
  14.63  140.90 207.50   0.00   0.00   8.00   0.01 280.36  17.25
  14.21  151.00 209.40   0.00   0.00   6.00   0.02 281.30  18.30
  12.43  200.00 221.60   0.00   0.00   4.00   0.02 286.65  25.43
  11.28  238.30 228.90   0.00   0.00   3.00   0.03 290.81  32.49
  10.36  273.00 235.60   0.01   0.00   3.00   0.03 294.85  40.20
  10.28  276.00 235.60   0.01   0.00   4.00   0.04 295.17  40.96
   9.14  324.00 244.80   0.01   0.00   2.00   0.06 301.51  53.91
   8.11  374.00 252.20   0.02   0.00   2.00   0.09 306.93  67.71
   7.84  388.00 253.40   0.03   0.00   3.00   0.12 307.92  72.28
   7.62  399.50 253.00   0.13   0.00  12.00   0.12 308.60  78.03
   7.55  403.00 253.00   0.18   0.00  17.00   0.12 309.07  80.75
   7.41  411.00 254.20   0.29   0.00  25.00   0.12 310.69  88.23
   7.32  416.10 255.00   0.31   0.00  25.00   0.17 311.82  93.01
   6.52  462.00 262.00   0.41   0.00  19.00   0.21 321.54 122.91
   6.32  474.00 262.80   0.64   0.00  28.00   0.21 323.05 129.61
   6.10  488.00 263.40   1.97   0.00  82.00   0.24 325.47 140.80
   5.91  500.00 265.20   2.03   0.00  74.00   0.26 329.73 153.85
   5.60  520.00 268.00   1.79   0.00  53.00   0.26 335.64 169.45
   5.51  526.00 268.60   2.22   0.00  63.00   0.26 336.98 173.35
   5.44  531.00 269.00   1.95   0.00  54.00   0.26 338.01 176.38
   5.37  536.00 269.40   2.16   0.00  58.00   0.26 338.96 179.17
   5.25  544.00 269.80   2.87   0.00  75.00   0.28 340.58 183.84
   4.88  570.00 272.80   3.26   0.00  69.00   0.00 347.55 201.41
   4.88  570.00 272.80   3.26   0.00  69.00   0.32 347.55 201.41
   4.70  583.00 272.80   4.02   0.00  85.00   0.32 349.50 207.96
   4.27  614.90 276.00   4.30   0.00  73.00   0.32 359.00 227.35
   4.25  616.00 276.10   4.27   0.00  72.00   0.32 359.25 227.95
   4.15  624.00 276.50   4.93   0.00  81.00   0.33 360.94 231.82
   3.90  643.00 277.90   5.61   0.00  84.00   0.35 366.24 242.25
   3.66  662.50 279.90   5.71   0.00  75.00   0.35 372.52 253.58
   3.55  671.00 280.80   5.82   0.00  72.00   0.35 374.77 258.16
   3.37  686.00 281.10   7.25   0.00  88.00   0.35 377.59 264.52
   3.20  700.00 282.50   7.48   0.00  83.00   0.43 382.52 272.52
   2.74  739.50 286.50   8.11   0.00  70.00   0.50 396.25 296.11
   2.26  783.00 290.50   9.30   0.00  63.00   0.50 408.59 319.87
   2.15  793.00 290.80  10.83   0.00  72.00   0.50 409.81 324.51
   2.13  794.40 290.80  10.83   0.00  72.00   0.50 409.94 325.16
   2.07  800.00 290.80  10.22   0.00  68.00   0.77 410.61 327.26
   1.83  823.10 292.20  10.13   0.00  62.00   0.89 415.51 337.77
   1.72  834.00 292.90  10.22   0.00  60.00   0.89 417.64 342.75
   1.55  850.00 293.50  11.29   0.00  64.00   0.89 420.07 349.30
   1.46  859.00 294.10  10.23   0.00  56.00   0.89 421.85 353.26
   1.33  872.00 294.80  11.41   0.00  60.00   0.89 424.03 358.71
   1.22  883.20 295.50   9.70   0.00  49.00   0.89 425.96 363.37
   1.19  886.00 295.80   9.47   0.00  47.00   1.03 426.48 364.58
   0.93  913.00 296.80  10.67   0.00  50.00   1.42 428.17 373.85
   0.80  927.00 296.90   9.44   0.00  44.00   1.42 427.93 377.56
   0.69  938.00 297.90   4.99   0.00  22.00   1.42 428.30 381.17
   0.60  948.00 296.90   5.79   0.00  27.00   1.42 425.74 381.08
   0.55  954.00 296.90   4.08   0.00  19.00   1.42 424.88 381.33
   0.48  961.00 296.10   5.94   0.00  29.00   1.42 422.78 380.62
   0.42  968.00 294.80  12.17   0.00  64.00   1.42 419.78 378.64
   0.28  983.00 292.80  14.22   0.00  84.00   1.42 414.99 375.40
   0.21  992.10 292.60  14.72   0.00  88.00   1.42 414.62 375.87
   0.20  992.70 292.60  14.72   0.00  88.00   1.42 414.63 375.95
   0.20  993.30 292.60  14.72   0.00  88.00   1.42 414.63 376.03
   0.19  993.80 292.60  14.72   0.00  88.00   1.42 414.63 376.12
   0.19  994.40 292.60  14.89   0.00  89.00   1.42 414.63 376.21
   0.18  994.90 292.60  14.89   0.00  89.00   1.42 414.64 376.30
   0.18  995.50 292.60  14.89   0.00  89.00   1.42 414.64 376.40
   0.17  996.10 292.60  14.89   0.00  89.00   1.42 414.64 376.50
   0.17  996.60 292.60  15.06   0.00  90.00   1.42 414.64 376.60
   0.16  997.20 292.60  15.06   0.00  90.00   1.42 414.64 376.71
   0.16  997.80 292.60  15.06   0.00  90.00   1.42 414.64 376.79
   0.15  998.30 292.60  15.06   0.00  90.00   1.42 414.63 376.90
   0.15  998.90 292.60  15.22   0.00  91.00   1.42 414.62 377.01
   0.14  999.40 292.60  15.22   0.00  91.00   1.42 414.59 377.12
   0.14 1000.00 292.50  15.13   0.00  91.00   0.00 414.57 377.14
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00*******   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
