      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00    0.00 210.70   0.00   0.00   0.00   0.00 284.72   0.00
  70.00    0.07 219.10   0.00   0.00   0.00   0.00 284.72   0.01
  50.00    0.95 276.20   0.00   0.00   0.00   0.00 284.83   0.41
  45.00    1.76 269.70   0.00   0.00   0.00   0.00 284.67   1.05
  40.00    3.33 257.50   0.00   0.00   0.00   0.00 284.34   1.97
  35.00    6.52 245.30   0.00   0.00   0.01   0.00 283.79   3.29
  30.00   13.20 234.20   0.00   0.00   0.03   0.00 282.98   5.31
  25.00   27.70 224.20   0.00   0.00   0.20   0.00 281.84   8.23
  18.36   76.10 204.20   0.00   0.00   3.00   0.01 279.60  11.95
  18.29   77.00 204.40   0.00   0.00   4.00   0.01 279.64  11.96
  17.98   81.00 205.30   0.00   0.00   5.00   0.01 279.74  12.17
  17.61   86.20 203.00   0.00   0.00   6.00   0.01 279.79  12.34
  16.72  100.00 203.60   0.00   0.00   8.00   0.01 280.34  13.07
  16.66  101.00 202.40   0.00   0.00   9.00   0.01 280.36  13.10
  15.73  118.00 204.40   0.00   0.00  10.00   0.01 281.49  14.27
  15.06  132.00 208.40   0.00   0.00  11.00   0.01 282.57  15.93
  14.74  139.00 208.00   0.00   0.00  11.00   0.01 282.93  16.69
  14.40  147.00 209.00   0.00   0.00  21.00   0.01 283.54  17.72
  13.96  158.00 210.60   0.00   0.00  21.00   0.01 284.55  19.52
  13.72  164.30 212.10   0.00   0.00  20.00   0.01 285.21  20.66
  13.43  172.00 213.20   0.00   0.00  19.00   0.01 286.01  22.04
  12.83  189.00 217.20   0.00   0.00   6.00   0.01 287.83  24.71
  12.47  200.00 219.60   0.00   0.00   5.00   0.01 288.89  26.26
  11.19  243.00 228.80   0.01   0.00  12.00   0.01 293.49  35.95
  11.00  250.00 229.20   0.03   0.00  22.00   0.01 294.10  38.57
  10.74  260.00 230.40   0.04   0.00  29.00   0.01 295.25  43.01
