      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00    0.00 210.70   0.00   0.00   0.00   0.00 289.93   0.00
  70.00    0.07 219.10   0.00   0.00   0.00   0.00 289.94   0.01
  50.00    0.95 276.20   0.00   0.00   0.00   0.00 290.05   0.42
  45.00    1.76 269.70   0.00   0.00   0.00   0.00 289.89   1.06
  40.00    3.33 257.50   0.00   0.00   0.00   0.00 289.56   2.00
  29.57   12.70 225.60   0.00   0.00   1.00   0.00 287.35   6.22
  28.96   13.90 226.70   0.00   0.00   1.00   0.00 287.28   6.59
  28.65   14.60 224.80   0.00   0.00   1.00   0.00 287.22   6.78
  28.65   14.60 224.80   0.00   0.00   1.00   0.00 287.22   6.78
  28.30   15.40 225.00   0.00   0.00   1.00   0.00 287.16   7.00
  27.74   16.80 222.70   0.00   0.00   1.00   0.00 287.07   7.33
  27.13   18.40 223.40   0.00   0.00   1.00   0.00 286.99   7.72
  26.59   20.00 223.00   0.00   0.00   1.00   0.00 286.86   8.11
  26.21   21.20 220.50   0.00   0.00   1.00   0.00 286.74   8.33
  25.91   22.20 218.60   0.00   0.00   2.00   0.00 286.69   8.49
  25.41   24.00 219.40   0.00   0.00   1.00   0.00 286.62   8.81
  24.99   25.60 217.40   0.00   0.00   2.00   0.00 286.53   9.06
  24.38   28.20 216.60   0.00   0.00   2.00   0.00 286.46   9.48
  24.12   29.40 217.00   0.00   0.00   1.00   0.00 286.43   9.67
  23.77   31.10 214.90   0.00   0.00   2.00   0.00 286.35   9.88
  23.16   34.20 214.10   0.00   0.00   2.00   0.00 286.33  10.26
  22.86   35.90 214.80   0.00   0.00   1.00   0.00 286.35  10.49
  22.31   39.20 216.20   0.00   0.00   1.00   0.00 286.29  10.96
  21.64   43.60 214.80   0.00   0.00   1.00   0.00 285.99  11.49
  21.64   43.60 214.80   0.00   0.00   1.00   0.00 285.99  11.49
  21.45   44.90 212.00   0.00   0.00   2.00   0.00 285.87  11.56
  21.34   45.80 211.60   0.00   0.00   2.00   0.00 285.83  11.60
  20.79   50.00 209.60   0.00   0.00   2.00   0.00 285.66  11.82
  20.42   53.10 207.50   0.00   0.00   2.00   0.02 285.56  11.92
  18.79   69.60 204.20   0.00   0.00   6.00   0.02 285.69  12.87
  18.51   73.00 201.20   0.00   0.00   6.00   0.02 285.72  12.94
  17.07   93.10 203.20   0.00   0.00  11.00   0.02 286.77  14.27
  16.64  100.00 201.60   0.00   0.00  15.00   0.02 286.97  14.70
  16.03  111.00 199.20   0.00   0.00  14.00   0.02 287.49  15.11
  15.87  114.00 199.60   0.00   0.00  15.00   0.02 287.69  15.24
  15.72  117.00 198.20   0.00   0.00  14.00   0.02 287.89  15.30
  14.88  135.00 202.60   0.00   0.00  11.00   0.01 289.83  16.51
  14.25  150.00 207.60   0.00   0.00   8.00   0.02 291.61  18.12
  12.70  192.00 221.40   0.00   0.00   3.00   0.02 296.72  24.60
  12.50  197.90 222.10   0.00   0.00   4.00   0.02 297.26  25.64
  12.33  203.00 222.60   0.00   0.00   4.00   0.02 297.77  26.51
  10.97  248.80 233.60   0.01   0.00   3.00   0.03 303.28  36.59
  10.78  256.00 234.80   0.01   0.00   3.00   0.03 303.91  38.41
  10.46  268.00 235.20   0.01   0.00   5.00   0.03 304.91  41.42
   9.75  296.80 239.70   0.02   0.00   7.00   0.04 308.60  50.81
   9.43  311.00 242.20   0.03   0.00   8.00   0.04 310.60  56.32
   9.09  326.00 244.00   0.09   0.00  18.00   0.06 313.05  63.83
   8.53  352.00 249.10   0.08   0.00  11.00   0.07 318.74  77.24
   8.21  368.00 252.00   0.09   0.00   9.00   0.10 321.80  83.92
   7.62  398.40 256.60   0.17   0.00  12.00   0.12 327.89  97.54
   7.31  415.00 259.40   0.18   0.00  10.00   0.20 331.35 105.56
   5.95  495.00 268.00   0.27   0.00   8.00   0.28 346.37 138.04
   5.35  534.00 273.50   0.45   0.00   9.00   0.28 353.64 156.24
   5.16  547.00 273.10   1.93   0.00  40.00   0.28 354.03 164.81
   5.05  554.00 272.80   1.89   0.00  40.00   0.33 354.84 170.58
   4.71  578.00 275.80   1.57   0.00  27.00   0.34 359.93 187.57
   4.57  588.00 275.90   2.40   0.00  41.00   0.34 359.99 193.18
   4.50  593.00 274.50   3.83   0.00  72.00   0.34 359.29 195.41
   4.27  610.70 275.60   4.35   0.00  76.00   0.34 363.52 209.10
   4.20  616.00 275.90   4.56   0.00  78.00   0.34 364.99 213.02
   4.07  626.00 277.10   4.94   0.00  78.00   0.34 368.52 221.02
   4.01  630.00 277.50   4.23   0.00  65.00   0.37 369.76 223.85
   3.72  653.00 279.90   5.03   0.00  66.00   0.37 376.18 238.21
   3.66  658.00 280.10   5.33   0.00  69.00   0.37 377.07 241.03
   3.40  679.00 281.10   7.08   0.00  86.00   0.37 381.68 252.75
   3.15  700.00 282.90   7.86   0.00  85.00   0.47 388.46 266.82
   2.77  732.00 285.80   9.43   0.00  85.00   0.53 399.37 288.77
   2.60  747.00 286.80  11.09   0.00  94.00   0.53 404.21 298.94
   2.13  788.70 290.60  11.29   0.00  76.00   0.84 420.34 328.08
   1.60  839.00 295.10  11.61   0.00  60.00   0.94 438.41 358.78
   1.33  866.00 297.80   9.93   0.00  44.00   0.94 446.73 373.89
   1.17  882.00 297.90  10.67   0.00  47.00   1.28 448.28 379.05
   0.75  925.00 300.80  12.81   0.00  48.00   1.51 457.94 398.93
   0.57  943.00 302.10  12.90   0.00  45.00   1.51 461.03 408.19
   0.22  981.00 303.50  15.16   0.00  49.00   1.51 457.36 423.98
   0.21  982.50 302.90  15.57   0.00  52.00   1.51 455.32 423.68
   0.20  983.00 302.70  15.70   0.00  53.00   1.51 454.51 423.46
   0.20  983.50 302.40  16.03   0.00  55.00   1.51 453.64 423.11
   0.19  984.00 302.20  16.14   0.00  56.00   1.51 452.79 422.79
   0.19  984.60 301.90  16.16   0.00  57.00   1.51 451.86 422.37
   0.18  985.10 301.70  16.27   0.00  58.00   1.51 450.89 421.99
   0.18  985.70 301.20  16.64   0.00  61.00   1.51 449.65 421.33
   0.17  986.20 300.70  16.72   0.00  63.00   1.51 448.45 420.50
   0.17  986.70 300.20  17.04   0.00  66.00   1.51 447.30 419.58
   0.16  987.30 299.70  17.08   0.00  68.00   1.51 446.19 418.59
   0.16  987.80 299.30  17.19   0.00  70.00   1.51 445.35 417.77
   0.15  988.40 298.80  17.43   0.00  73.00   1.51 444.37 416.70
   0.15  988.90 298.30  17.42   0.00  75.00   1.51 443.48 415.59
   0.14  989.50 297.80  17.61   0.00  78.00   1.51 442.74 414.46
   0.14  990.00 297.30  17.56   0.00  80.00   0.00 442.32 413.30
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00*******   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
