 Sounding NKX 20170802-12UTC                                                     
      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00000    0.00 210.70   0.00   0.00   0.00   0.00 268.33   0.00
  70.00000    0.07 219.10   0.00   0.00   0.00   0.00 268.34   0.01
  50.00000    0.95 276.20   0.00   0.00   0.00   0.00 268.45   0.42
  45.00000    1.76 269.70   0.00   0.00   0.00   0.00 268.29   1.06
  40.00000    3.33 257.50   0.00   0.00   0.00   0.00 267.97   2.01
  29.65700   13.00 226.20   0.00   0.00   1.00   0.00 265.80   6.41
  29.31100   13.70 224.80   0.00   0.00   1.00   0.00 265.78   6.58
  29.02700   14.30 226.20   0.00   0.00   1.00   0.00 265.78   6.75
  27.96100   16.80 225.80   0.00   0.00   1.00   0.00 265.67   7.54
  27.72800   17.40 227.20   0.00   0.00   1.00   0.00 265.63   7.75
  27.73700   17.40 227.10   0.00   0.00   1.00   0.00 265.63   7.75
  27.43000   18.20 224.80   0.00   0.00   1.00   0.00 265.55   7.99
  27.12700   19.10 224.40   0.00   0.00   1.00   0.00 265.50   8.20
  26.03600   22.50 223.60   0.00   0.00   1.00   0.00 265.34   9.04
  25.83400   23.20 225.00   0.00   0.00   1.00   0.00 265.31   9.24
  24.99400   26.40 221.70   0.00   0.00   1.00   0.01 265.02   9.91
  24.20300   29.80 218.60   0.00   0.00   1.00   0.01 264.85  10.41
  24.07900   30.40 218.90   0.00   0.00   1.00   0.01 264.84  10.49
  23.66700   32.40 219.40   0.00   0.00   1.00   0.01 264.79  10.81
  23.02900   35.80 217.40   0.00   0.00   1.00   0.01 264.64  11.25
  22.86000   36.80 217.80   0.00   0.00   1.00   0.01 264.62  11.38
  22.25000   40.50 216.50   0.00   0.00   1.00   0.01 264.45  11.81
  21.33600   46.80 214.00   0.00   0.00   1.00   0.01 264.19  12.37
  20.72600   51.60 212.10   0.00   0.00   1.00   0.01 264.01  12.67
  20.11700   57.00 210.10   0.00   0.00   1.00   0.02 263.88  12.91
  19.63500   61.60 209.80   0.00   0.00   2.00   0.03 263.89  13.26
  18.89800   69.60 205.70   0.00   0.00   3.00   0.03 263.90  13.66
  18.59300   73.20 205.70   0.00   0.00   4.00   0.03 264.04  13.85
  17.69600   84.90 206.20   0.00   0.00   7.00   0.03 264.39  14.77
  17.32400   90.30 204.60   0.00   0.00  14.00   0.03 264.37  15.16
  17.17500   92.60 201.80   0.00   0.00  18.00   0.03 264.35  15.21
  16.32400  107.00 199.20   0.00   0.00  24.00   0.03 265.09  15.72
  16.27000  108.00 198.20   0.00   0.00  24.00   0.03 265.16  15.72
  16.00800  113.00 198.60   0.00   0.00  20.00   0.03 265.68  15.89
  15.24000  128.70 205.10   0.00   0.00  11.00   0.03 267.60  17.43
  14.93500  135.40 207.30   0.00   0.00   9.00   0.02 268.29  18.26
  14.31000  150.00 210.20   0.00   0.00   8.00   0.02 269.60  19.99
  13.71600  165.00 213.20   0.00   0.00  17.00   0.02 271.15  22.29
  13.41100  173.20 215.30   0.00   0.00  11.00   0.02 272.09  23.83
  13.09800  182.00 217.00   0.00   0.00  12.00   0.02 273.06  25.44
  12.49700  199.80 221.60   0.01   0.00  20.00   0.03 275.43  30.07
  11.77700  223.00 226.40   0.01   0.00  14.00   0.03 278.68  36.98
  11.01000  250.00 232.60   0.02   0.00  13.00   0.04 282.78  45.43
  10.71500  261.00 235.00   0.03   0.00  13.00   0.04 284.47  49.33
  10.50600  269.00 236.60   0.03   0.00  14.00   0.04 285.69  52.35
   9.76400  299.00 242.40   0.06   0.00  14.00   0.05 290.43  64.35
   9.44900  312.50 244.50   0.08   0.00  15.00   0.05 292.37  69.99
   9.23500  322.00 245.80   0.10   0.00  18.00   0.05 293.67  74.11
   9.05800  330.00 246.80   0.29   0.00  47.00   0.08 295.02  79.18
   8.80000  342.00 248.80   0.32   0.00  43.00   0.08 297.81  88.21
   8.36300  363.00 252.80   0.34   0.00  33.00   0.08 302.43 101.01
   8.00400  381.00 254.40   0.70   0.00  59.00   0.15 305.60 111.39
   7.79200  392.00 255.80   0.86   0.00  65.00   0.16 308.48 118.86
   7.62000  401.10 257.40   0.91   0.00  60.00   0.16 311.25 125.10
   7.26900  420.00 260.40   0.69   0.00  36.00   0.19 316.10 135.78
   6.89500  441.00 262.40   0.47   0.00  21.00   0.29 319.52 143.70
   6.27100  478.00 265.40   1.25   0.00  45.00   0.29 325.02 158.52
   6.09600  488.90 265.00   1.54   0.00  57.00   0.29 325.98 162.96
   5.99900  495.00 266.20   2.63   0.00  89.00   0.36 327.44 167.06
   5.92000  500.00 265.40   2.20   0.00  79.00   0.36 328.04 170.25
   5.85800  504.00 266.20   2.90   0.00  98.00   0.36 329.48 173.17
   5.31400  540.00 270.00   3.73   0.00  96.00   0.38 342.67 202.92
   4.87700  570.30 273.60   4.20   0.00  84.00   0.43 354.00 224.19
   4.48100  599.00 276.30   4.86   0.00  81.00   0.43 362.85 241.01
   4.24000  617.00 277.10   5.32   0.00  84.00   0.45 367.52 249.56
   3.65800  662.10 281.90   5.98   0.00  69.00   0.47 383.98 274.30
   3.19500  700.00 285.50   6.75   0.00  62.00   0.59 395.66 292.87
   2.74300  738.40 288.50   8.25   0.00  63.00   0.67 405.44 311.39
   2.45300  764.00 288.90  11.27   0.00  84.00   0.67 409.69 321.77
   2.13400  792.70 291.80  11.65   0.00  73.00   1.08 420.76 340.29
   1.53100  850.00 296.90  12.23   0.00  57.00   1.20 439.40 374.72
   1.16600  886.00 300.10  13.10   0.00  51.00   1.57 448.74 395.36
   0.82200  921.00 302.30  13.91   0.00  48.00   1.92 451.77 413.34
   0.63100  941.00 302.30  13.91   0.00  48.00   1.92 446.11 419.79
   0.54700  950.00 299.30  17.19   0.00  70.00   1.92 436.71 415.54
   0.48100  957.20 297.80  16.71   0.00  74.00   1.92 431.32 412.19
   0.47000  958.40 297.60  16.74   0.00  75.00   1.92 430.48 411.73
   0.45900  959.70 297.30  16.68   0.00  76.00   1.92 429.53 411.16
   0.44700  961.00 297.00  16.40   0.00  76.00   1.92 428.58 410.52
   0.43600  962.20 296.80  16.42   0.00  77.00   1.92 427.77 410.01
   0.42400  963.50 296.50  16.36   0.00  78.00   1.92 426.80 409.40
   0.41300  964.70 296.20  16.28   0.00  79.00   1.92 425.93 408.77
   0.40100  966.00 296.00  16.10   0.00  79.00   1.92 425.06 408.21
   0.39000  967.20 295.70  16.02   0.00  80.00   1.92 424.11 407.61
   0.37800  968.50 295.30  16.05   0.00  82.00   1.92 423.02 406.80
   0.36700  969.80 294.90  16.07   0.00  84.00   1.92 422.04 405.94
   0.35500  971.10 294.50  16.07   0.00  86.00   1.92 421.08 404.99
   0.34400  972.40 294.10  16.07   0.00  88.00   1.92 420.24 404.06
   0.33200  973.70 293.70  16.06   0.00  90.00   1.92 419.50 403.04
   0.32100  975.00 293.30  16.04   0.00  92.00   0.00 419.10 402.07
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00*******   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
