      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00    0.00 210.70   0.00   0.00   0.00   0.00 293.39   0.00
  70.00    0.07 219.10   0.00   0.00   0.00   0.00 293.39   0.01
  50.00    0.95 276.20   0.00   0.00   0.00   0.00 293.51   0.41
  45.00    1.76 269.70   0.00   0.00   0.00   0.00 293.35   1.05
  40.00    3.33 257.50   0.00   0.00   0.00   0.00 293.01   1.97
  35.00    6.52 245.30   0.00   0.00   0.01   0.00 292.46   3.31
  30.00   13.20 234.20   0.00   0.00   0.04   0.00 291.64   5.35
  22.55   38.10 214.00   0.00   0.00   1.00   0.00 289.39   9.57
  21.99   41.70 214.80   0.00   0.00   1.00   0.00 289.37   9.87
  21.64   44.10 214.00   0.00   0.00   1.00   0.00 289.30  10.08
  21.03   48.60 212.40   0.00   0.00   1.00   0.00 289.21  10.40
  20.85   50.00 213.40   0.00   0.00   1.00   0.00 289.21  10.54
  20.73   51.00 213.50   0.00   0.00   2.00   0.00 289.17  10.65
  20.12   56.30 209.80   0.00   0.00   2.00   0.01 288.99  11.00
  19.81   59.10 210.20   0.00   0.00   2.00   0.01 289.02  11.20
  18.83   69.40 208.00   0.00   0.00   2.00   0.01 289.10  11.89
  18.29   75.90 208.20   0.00   0.00   3.00   0.01 289.22  12.36
  17.07   92.80 203.60   0.00   0.00   7.00   0.01 289.49  13.19
  16.50  102.00 205.00   0.00   0.00   7.00   0.01 290.06  13.80
  15.53  120.00 205.80   0.00   0.00   6.00   0.01 291.21  15.09
  14.94  132.30 209.40   0.00   0.00   6.00   0.01 292.33  16.36
  14.68  138.00 211.00   0.00   0.00   5.00   0.01 292.79  17.06
  14.16  150.00 213.20   0.00   0.00   6.00   0.01 293.67  18.58
  13.80  159.00 215.00   0.00   0.00   6.00   0.01 294.29  19.86
  13.72  161.00 214.60   0.00   0.00   7.00   0.01 294.39  20.12
  13.11  177.40 216.50   0.00   0.00   7.00   0.01 295.62  22.37
  12.34  200.00 220.60   0.01   0.00  11.00   0.01 297.72  26.54
  10.87  250.00 228.60   0.02   0.00  15.00   0.02 303.38  39.43
   9.62  300.00 237.60   0.04   0.00  14.00   0.03 310.80  55.48
