      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00    0.00 210.70   0.00   0.00   0.00   0.00 311.48   0.00
  70.00    0.07 219.10   0.00   0.00   0.00   0.00 311.49   0.01
  50.00    0.95 276.20   0.00   0.00   0.00   0.00 311.60   0.41
  45.00    1.76 269.70   0.00   0.00   0.00   0.00 311.44   1.04
  40.00    3.33 257.50   0.00   0.00   0.00   0.00 311.10   1.96
  35.00    6.52 245.30   0.00   0.00   0.00   0.00 310.55   3.27
  28.00   16.60 227.20   0.00   0.00   2.00   0.00 308.95   7.51
  27.43   18.10 227.60   0.00   0.00   2.00   0.00 308.84   8.18
  26.76   20.00 226.20   0.00   0.00   2.00   0.00 308.66   8.95
  26.41   21.10 224.80   0.00   0.00   2.00   0.00 308.56   9.30
  25.60   23.80 224.50   0.00   0.00   2.00   0.00 308.38  10.10
  25.30   25.00 223.70   0.00   0.00   2.00   0.00 308.28  10.40
  24.99   26.10 223.90   0.00   0.00   2.00   0.00 308.18  10.71
  24.38   28.70 220.00   0.00   0.00   2.00   0.00 307.95  11.17
  23.77   31.60 219.20   0.00   0.00   2.00   0.00 307.84  11.59
  23.47   33.10 218.70   0.00   0.00   2.00   0.00 307.79  11.81
  22.73   37.10 219.80   0.00   0.00   2.00   0.00 307.60  12.48
  22.35   39.40 216.80   0.00   0.00   2.00   0.00 307.39  12.74
  21.64   44.10 214.10   0.00   0.00   2.00   0.00 307.19  13.08
  21.34   46.30 213.90   0.00   0.00   2.00   0.00 307.15  13.24
  20.85   50.00 214.80   0.00   0.00   2.00   0.00 307.06  13.61
  20.69   51.30 214.80   0.00   0.00   2.00   0.00 306.98  13.75
  19.85   58.70 209.20   0.00   0.00   2.00   0.01 306.52  14.05
  18.78   70.00 206.00   0.00   0.00   4.00   0.01 306.37  14.38
  18.56   72.60 205.60   0.00   0.00   5.00   0.01 306.33  14.46
  18.10   78.40 201.20   0.00   0.00   6.00   0.01 306.27  14.43
  17.27   90.30 202.40   0.00   0.00   9.00   0.01 306.75  14.79
  16.67  100.00 200.40   0.00   0.00  13.00   0.01 307.05  15.08
  16.38  105.00 200.60   0.00   0.00  13.00   0.01 307.33  15.25
  16.27  107.00 199.80   0.00   0.00  12.00   0.01 307.44  15.29
  15.26  127.00 203.80   0.00   0.00  10.00   0.01 309.15  16.50
  14.76  138.00 207.20   0.00   0.00   9.00   0.01 310.20  17.56
  14.25  150.00 209.40   0.00   0.00  10.00   0.01 311.28  18.83
