      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00    0.00 210.70   0.00   0.00   0.00   0.00 297.02   0.00
  70.00    0.07 219.10   0.00   0.00   0.00   0.00 297.02   0.01
  50.00    0.95 276.20   0.00   0.00   0.00   0.00 297.13   0.41
  45.00    1.76 269.70   0.00   0.00   0.00   0.00 296.97   1.04
  40.00    3.33 257.50   0.00   0.00   0.00   0.00 296.64   1.95
  35.00    6.52 245.30   0.00   0.00   0.00   0.00 296.11   3.25
  25.60   23.30 219.50   0.00   0.00   1.00   0.00 293.43   7.81
  24.99   25.60 219.30   0.00   0.00   1.00   0.00 293.28   8.12
  24.69   26.80 218.00   0.00   0.00   1.00   0.00 293.19   8.28
  24.38   28.10 216.70   0.00   0.00   1.00   0.00 293.10   8.41
  23.77   31.00 215.60   0.00   0.00   1.00   0.00 292.95   8.69
  23.47   32.50 214.20   0.00   0.00   1.00   0.00 292.86   8.82
  23.03   34.90 212.00   0.00   0.00   1.00   0.00 292.78   8.95
  22.31   39.20 212.60   0.00   0.00   1.00   0.00 292.73   9.30
  21.95   41.50 211.70   0.00   0.00   1.00   0.00 292.66   9.48
  21.38   45.50 210.40   0.00   0.00   1.00   0.00 292.57   9.74
  20.80   50.00 210.00   0.00   0.00   1.00   0.00 292.52  10.04
  20.43   53.10 210.60   0.00   0.00   1.00   0.00 292.46  10.29
  19.81   58.70 207.10   0.00   0.00   2.00   0.01 292.27  10.56
  19.51   61.80 206.80   0.00   0.00   2.00   0.01 292.28  10.70
  18.90   68.30 206.10   0.00   0.00   3.00   0.01 292.27  11.06
  18.75   70.00 205.60   0.00   0.00   4.00   0.01 292.25  11.15
  18.29   75.60 203.50   0.00   0.00   4.00   0.01 292.23  11.35
  18.13   77.70 202.80   0.00   0.00   5.00   0.01 292.27  11.40
  17.68   83.80 203.20   0.00   0.00   5.00   0.01 292.45  11.68
  16.95   94.80 201.20   0.00   0.00   6.00   0.01 292.77  12.08
  16.40  104.00 202.40   0.00   0.00   5.00   0.01 293.37  12.54
  16.01  111.00 205.20   0.00   0.00   4.00   0.01 293.90  13.13
