      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00    0.00 210.70   0.00   0.00   0.00   0.00 293.65   0.00
  70.00    0.07 219.10   0.00   0.00   0.00   0.00 293.65   0.01
  50.00    0.95 276.20   0.00   0.00   0.00   0.00 293.76   0.41
  45.00    1.76 269.70   0.00   0.00   0.00   0.00 293.60   1.04
  40.00    3.33 257.50   0.00   0.00   0.00   0.00 293.27   1.96
  35.00    6.52 245.30   0.00   0.00   0.00   0.00 292.71   3.26
  26.59   20.00 221.40   0.00   0.00   1.00   0.00 290.51   7.28
  25.91   22.20 219.40   0.00   0.00   1.00   0.00 290.38   7.61
  24.88   26.10 218.40   0.00   0.00   1.00   0.00 290.21   8.18
  24.38   28.20 216.20   0.00   0.00   1.00   0.00 290.13   8.43
  24.00   30.00 216.40   0.00   0.00   1.00   0.00 290.10   8.64
  23.47   32.60 216.30   0.00   0.00   1.00   0.00 290.03   8.98
  22.86   35.90 214.10   0.00   0.00   1.00   0.00 289.93   9.32
  22.55   37.70 214.30   0.00   0.00   1.00   0.00 289.92   9.50
  22.25   39.60 215.00   0.00   0.00   1.00   0.00 289.89   9.72
  21.34   45.90 211.80   0.00   0.00   1.00   0.00 289.69  10.24
  20.80   50.00 210.20   0.00   0.00   1.00   0.00 289.65  10.46
  20.22   54.90 209.60   0.00   0.00   1.00   0.01 289.74  10.74
  19.51   61.60 212.00   0.00   0.00   1.00   0.01 289.97  11.39
  18.97   67.10 212.20   0.00   0.00   1.00   0.01 289.99  11.95
  18.71   70.00 211.60   0.00   0.00   2.00   0.01 289.95  12.20
  18.32   74.60 210.00   0.00   0.00   2.00   0.01 289.93  12.51
  17.40   86.60 209.60   0.00   0.00   3.00   0.01 290.02  13.36
  17.00   92.60 206.80   0.00   0.00   5.00   0.01 290.01  13.60
  16.47  101.00 206.80   0.00   0.00   5.00   0.01 290.34  14.04
  16.01  109.00 207.00   0.00   0.00   5.00   0.01 290.76  14.54
  15.42  120.00 209.80   0.00   0.00   4.00   0.01 291.43  15.53
  15.24  123.60 209.30   0.00   0.00   4.00   0.01 291.57  15.80
