      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00    0.00 210.70   0.00   0.00   0.00   0.00 275.73   0.00
  70.00    0.07 219.10   0.00   0.00   0.00   0.00 275.73   0.01
  50.00    0.95 276.20   0.00   0.00   0.00   0.00 275.84   0.41
  45.00    1.76 269.70   0.00   0.00   0.00   0.00 275.69   1.05
  40.00    3.33 257.50   0.00   0.00   0.00   0.00 275.35   1.97
  35.00    6.52 245.30   0.00   0.00   0.01   0.00 274.81   3.31
  30.00   13.20 234.20   0.00   0.00   0.04   0.00 274.02   5.36
  21.34   46.20 213.00   0.00   0.00   1.00   0.00 270.97  10.56
  21.03   48.50 212.10   0.00   0.00   1.00   0.00 270.86  10.63
  20.63   51.70 209.80   0.00   0.00   1.00   0.00 270.74  10.69
  19.91   58.10 211.20   0.00   0.00   2.00   0.01 270.55  11.12
  19.73   59.90 209.20   0.00   0.00   3.00   0.01 270.38  11.24
  19.51   62.10 204.80   0.00   0.00   4.00   0.01 270.22  11.22
  18.90   68.80 200.80   0.00   0.00   5.00   0.01 270.26  11.15
  18.37   75.30 202.80   0.00   0.00   6.00   0.01 270.57  11.46
  17.98   80.40 201.10   0.00   0.00   6.00   0.01 270.71  11.67
  17.09   93.50 203.40   0.00   0.00   8.00   0.01 271.36  12.58
  16.46  104.00 202.00   0.00   0.00  13.00   0.01 271.72  13.29
  16.29  107.00 202.80   0.00   0.00  13.00   0.01 271.86  13.54
  16.13  110.00 200.80   0.00   0.00  15.00   0.01 271.97  13.67
  15.56  121.00 203.80   0.00   0.00  19.00   0.01 272.85  14.68
  15.13  130.00 203.20   0.00   0.00  30.00   0.01 273.52  15.62
  14.78  138.00 206.00   0.00   0.00  27.00   0.01 274.43  16.78
  14.27  150.00 208.80   0.00   0.00  24.00   0.01 275.71  18.77
  13.68  165.00 212.20   0.00   0.00  14.00   0.01 277.40  21.23
  13.41  172.30 214.80   0.00   0.00  11.00   0.01 278.32  22.51
  13.00  184.00 218.80   0.00   0.00   8.00   0.01 279.59  24.78
  12.86  188.00 218.80   0.00   0.00   8.00   0.01 279.92  25.48
  12.46  200.00 221.80   0.00   0.00   6.00   0.01 281.10  27.64
  12.23  207.00 223.20   0.01   0.00   9.00   0.01 281.68  29.09
  12.02  214.00 223.40   0.01   0.00  14.00   0.02 282.24  30.74
  11.89  218.20 224.20   0.01   0.00  16.00   0.02 282.70  31.93
  11.45  233.00 226.80   0.03   0.00  28.00   0.02 284.56  37.28
  10.98  250.00 230.80   0.03   0.00  20.00   0.02 287.04  44.04
  10.74  259.00 233.00   0.03   0.00  16.00   0.02 288.13  47.28
  10.56  266.00 233.80   0.04   0.00  19.00   0.02 288.72  49.67
  10.36  274.00 233.80   0.10   0.00  53.00   0.02 289.49  53.25
  10.01  288.00 236.40   0.14   0.00  60.00   0.03 292.00  61.67
   9.89  293.00 237.20   0.14   0.00  54.00   0.03 292.92  64.43
   9.73  300.00 238.60   0.16   0.00  54.00   0.03 294.24  68.08
   9.64  304.00 239.60   0.18   0.00  55.00   0.03 294.96  70.26
   9.57  307.00 240.00   0.17   0.00  49.00   0.03 295.38  71.78
   9.55  308.00 240.00   0.11   0.00  32.00   0.03 295.49  72.15
   9.48  311.00 240.40   0.16   0.00  45.00   0.03 295.81  73.26
   9.43  313.00 240.20   0.12   0.00  36.00   0.03 295.96  73.96
   9.39  315.00 239.80   0.20   0.00  61.00   0.03 296.20  74.57
   9.34  317.00 240.40   0.28   0.00  80.00   0.03 296.69  75.59
   9.26  321.00 241.20   0.27   0.00  72.00   0.03 297.65  77.92
   9.19  324.00 242.00   0.34   0.00  84.00   0.03 298.38  79.77
