 Sounding NKX 20170803-12UTC                                                     
      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00000    0.00 210.70   0.00   0.00   0.00   0.00 266.67   0.00
  70.00000    0.07 219.10   0.00   0.00   0.00   0.00 266.67   0.01
  50.00000    0.95 276.20   0.00   0.00   0.00   0.00 266.78   0.42
  45.00000    1.76 269.70   0.00   0.00   0.00   0.00 266.62   1.06
  40.00000    3.33 257.50   0.00   0.00   0.00   0.00 266.28   2.01
  35.00000    6.52 245.30   0.00   0.00   0.01   0.00 265.73   3.41
  27.43200   18.20 226.30   0.00   0.00   1.00   0.00 263.89   7.81
  27.12700   19.00 225.60   0.00   0.00   1.00   0.00 263.81   8.03
  26.03200   22.50 220.80   0.00   0.00   1.00   0.00 263.57   8.68
  25.29800   25.20 221.50   0.00   0.00   1.00   0.01 263.53   9.17
  24.38400   29.00 222.40   0.00   0.00   1.00   0.01 263.39  10.00
  23.82300   31.60 221.60   0.00   0.00   1.00   0.01 263.18  10.53
  23.09600   35.40 216.00   0.00   0.00   1.00   0.01 262.89  10.93
  22.79900   37.10 216.60   0.00   0.00   1.00   0.01 262.86  11.10
  22.25000   40.50 214.90   0.00   0.00   1.00   0.01 262.73  11.41
  21.46300   45.90 212.40   0.00   0.00   1.00   0.01 262.64  11.78
  20.93000   50.00 213.60   0.00   0.00   1.00   0.01 262.68  12.15
  20.36900   54.70 214.80   0.00   0.00   1.00   0.01 262.57  12.68
  20.11700   57.00 213.40   0.00   0.00   2.00   0.02 262.41  12.89
  19.64100   61.50 210.80   0.00   0.00   2.00   0.03 262.17  13.24
  19.58200   62.10 209.00   0.00   0.00   2.00   0.03 262.13  13.25
  19.22300   65.90 205.60   0.00   0.00   3.00   0.03 262.12  13.27
  18.89800   69.60 206.30   0.00   0.00   4.00   0.03 262.28  13.45
  18.59300   73.20 206.80   0.00   0.00   5.00   0.03 262.35  13.74
  18.22200   77.80 203.60   0.00   0.00   7.00   0.03 262.38  13.94
  17.79200   83.60 204.60   0.00   0.00  10.00   0.03 262.61  14.33
  17.50600   87.70 202.00   0.00   0.00  13.00   0.03 262.63  14.52
  17.37300   89.70 199.40   0.00   0.00  15.00   0.03 262.71  14.50
  16.73000  100.00 204.20   0.00   0.00  16.00   0.03 263.66  15.37
  16.45900  104.60 203.70   0.00   0.00  19.00   0.03 263.84  15.85
  16.32600  107.00 201.60   0.00   0.00  18.00   0.03 263.93  15.95
  16.15400  110.20 201.90   0.00   0.00  18.00   0.03 264.20  16.12
  15.89800  115.00 203.20   0.00   0.00  19.00   0.03 264.61  16.55
  15.74500  118.00 202.00   0.00   0.00  18.00   0.03 264.82  16.74
  15.54500  122.00 203.30   0.00   0.00  19.00   0.03 265.25  17.09
  15.24000  128.40 204.40   0.00   0.00  16.00   0.02 265.89  17.72
  14.63400  142.00 206.40   0.00   0.00  10.00   0.02 267.28  18.99
  14.02100  156.90 211.80   0.00   0.00   7.00   0.02 269.09  20.88
  13.41100  172.80 216.20   0.00   0.00   6.00   0.02 270.88  23.31
  11.88600  219.00 227.00   0.00   0.00   3.00   0.03 275.95  31.32
  11.27800  239.90 230.60   0.01   0.00   4.00   0.04 278.05  35.65
  10.41700  272.00 237.00   0.01   0.00   5.00   0.04 281.37  44.57
  10.26400  278.00 236.40   0.05   0.00  20.00   0.04 281.73  47.27
  10.05800  286.30 237.50   0.12   0.00  44.00   0.05 282.98  54.11
   9.80100  297.00 239.60   0.20   0.00  61.00   0.05 285.26  64.12
   9.45300  312.00 242.80   0.22   0.00  50.00   0.05 288.69  75.40
   9.05300  330.00 245.60   0.36   0.00  64.00   0.08 292.67  86.62
   8.64800  349.00 249.00   0.27   0.00  36.00   0.09 297.24  96.73
   8.52400  355.00 250.20   0.28   0.00  33.00   0.09 298.48  99.39
   8.26000  368.00 252.00   0.43   0.00  44.00   0.09 300.90 105.47
   8.08100  377.00 253.20   0.69   0.00  64.00   0.14 302.79 110.63
   7.64000  400.00 256.40   0.77   0.00  55.00   0.16 308.22 124.36
   7.54600  405.00 257.00   0.81   0.00  55.00   0.16 309.19 127.08
   7.43500  411.00 257.20   1.29   0.00  87.00   0.16 310.40 130.48
   7.01000  434.60 260.90   1.23   0.00  62.00   0.29 317.86 146.65
   6.65600  455.00 263.20   1.23   0.00  52.00   0.29 322.88 157.42
   6.38800  471.00 265.00   1.54   0.00  57.00   0.30 326.57 165.43
   5.92000  500.00 267.60   2.39   0.00  73.00   0.36 333.23 180.70
   5.82600  506.00 268.20   2.32   0.00  68.00   0.36 334.84 184.20
   5.62700  519.00 269.60   1.89   0.00  50.00   0.36 337.83 190.67
   5.31200  540.00 271.00   3.13   0.00  75.00   0.36 341.56 200.15
   5.18200  548.90 271.30   3.20   0.00  75.00   0.38 343.09 204.50
   4.92400  567.00 272.60   3.78   0.00  81.00   0.44 346.66 213.61
   4.79800  576.00 272.20   4.31   0.00  95.00   0.44 347.86 217.49
   4.53800  595.00 273.90   4.80   0.00  94.00   0.44 354.25 228.61
   4.39000  606.00 275.10   4.65   0.00  84.00   0.44 358.03 235.22
   4.26700  615.30 275.80   5.46   0.00  94.00   0.47 360.75 240.22
   3.33900  689.00 282.90   7.39   0.00  80.00   0.57 387.15 283.66
   2.74300  739.50 287.40   8.94   0.00  73.00   0.69 404.37 311.99
   2.43800  766.60 289.80   9.49   0.00  67.00   0.84 413.05 326.56
   1.82900  822.60 294.00  11.80   0.00  65.00   1.22 428.84 355.57
   1.33300  871.00 297.30  13.39   0.00  61.00   1.22 440.14 381.08
   1.05400  899.00 298.30  15.09   0.00  65.00   1.73 443.39 393.32
   0.87000  918.00 299.30  14.24   0.00  58.00   1.95 445.70 402.09
   0.61400  945.00 300.30  13.24   0.00  51.00   1.95 445.68 412.23
   0.49400  958.00 299.30  15.96   0.00  65.00   1.95 441.01 413.29
   0.39000  969.50 297.40  17.44   0.00  79.00   1.95 434.63 410.94
   0.38100  970.50 297.20  17.68   0.00  81.00   1.95 434.06 410.64
   0.37100  971.50 297.00  17.69   0.00  82.00   1.95 433.48 410.31
   0.36200  972.60 296.90  17.81   0.00  83.00   1.95 433.02 410.11
   0.35300  973.60 296.70  17.82   0.00  84.00   1.95 432.45 409.83
   0.34400  974.60 296.50  18.03   0.00  86.00   1.95 431.92 409.50
   0.33400  975.60 296.30  18.04   0.00  87.00   1.95 431.40 409.14
