      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00    0.00 210.70   0.00   0.00   0.00   0.00 300.58   0.00
  70.00    0.07 219.10   0.00   0.00   0.00   0.00 300.58   0.01
  50.00    0.95 276.20   0.00   0.00   0.00   0.00 300.69   0.41
  45.00    1.76 269.70   0.00   0.00   0.00   0.00 300.54   1.04
  40.00    3.33 257.50   0.00   0.00   0.00   0.00 300.20   1.95
  35.00    6.52 245.30   0.00   0.00   0.00   0.00 299.65   3.24
  30.00   13.20 234.20   0.00   0.00   0.01   0.00 298.81   5.16
  24.08   30.00 221.00   0.00   0.00   1.00   0.00 296.97   8.74
  24.08   30.00 221.00   0.00   0.00   1.00   0.00 296.97   8.74
  23.91   30.80 220.80   0.00   0.00   1.00   0.00 296.90   8.87
  23.47   33.00 218.00   0.00   0.00   1.00   0.00 296.70   9.12
  23.16   34.60 216.90   0.00   0.00   1.00   0.00 296.60   9.26
  22.55   38.10 215.60   0.00   0.00   1.00   0.00 296.42   9.57
  21.94   42.00 214.20   0.00   0.00   1.00   0.00 296.22   9.88
  21.95   42.00 214.20   0.00   0.00   1.00   0.00 296.22   9.88
  21.43   45.60 210.60   0.00   0.00   1.00   0.00 296.07  10.01
  20.95   49.30 212.40   0.00   0.00   1.00   0.00 296.08  10.27
  20.48   53.20 210.80   0.00   0.00   1.00   0.00 295.95  10.52
  20.16   56.00 211.60   0.00   0.00   1.00   0.00 295.89  10.73
  19.59   61.40 207.40   0.00   0.00   2.00   0.00 295.68  10.92
  18.79   70.00 208.80   0.00   0.00   2.00   0.00 295.66  11.46
  18.73   70.70 209.00   0.00   0.00   3.00   0.00 295.62  11.53
  18.35   75.30 203.80   0.00   0.00   4.00   0.00 295.37  11.59
  17.61   85.20 202.20   0.00   0.00   5.00   0.00 295.48  11.75
  17.37   88.70 202.70   0.00   0.00   7.00   0.00 295.54  11.90
  17.08   93.30 200.60   0.00   0.00   9.00   0.00 295.58  12.01
  16.67  100.00 200.00   0.00   0.00   9.00   0.00 295.86  12.17
  16.27  107.00 201.40   0.00   0.00   8.00   0.00 296.27  12.52
  15.85  115.00 201.20   0.00   0.00   6.00   0.00 296.73  12.89
  15.85  115.00 201.20   0.00   0.00   6.00   0.00 296.73  12.89
  15.54  121.00 203.10   0.00   0.00   7.00   0.00 297.23  13.29
  15.24  127.40 205.10   0.00   0.00   7.00   0.00 297.72  13.87
  14.94  134.00 206.30   0.00   0.00   8.00   0.00 298.17  14.52
  14.25  150.00 208.40   0.00   0.00   9.00   0.00 299.30  16.13
  13.74  163.00 211.80   0.00   0.00  14.00   0.00 300.42  18.04
  13.37  173.00 212.80   0.00   0.00  19.00   0.00 301.16  19.83
  13.12  180.00 213.00   0.00   0.00  19.00   0.00 301.77  21.04
  12.80  189.40 215.30   0.00   0.00  19.00   0.00 302.84  22.88
  12.46  200.00 217.80   0.01   0.00  18.00   0.00 304.05  25.22
  11.50  232.00 224.40   0.02   0.00  23.00   0.00 308.06  34.02
  11.28  239.80 225.60   0.03   0.00  39.00   0.00 309.19  36.96
  11.00  250.00 228.00   0.04   0.00  36.00   0.01 311.01  41.45
  10.26  279.00 233.80   0.07   0.00  38.00   0.01 316.69  53.82
  10.11  285.00 234.80   0.11   0.00  53.00   0.01 318.14  56.75
   9.90  294.00 236.80   0.09   0.00  35.00   0.01 320.55  61.01
   9.81  298.00 237.60   0.11   0.00  39.00   0.01 321.60  62.74
   9.76  300.00 238.00   0.11   0.00  39.00   0.01 322.16  63.63
   9.14  327.10 243.80   0.08   0.00  16.00   0.01 329.37  73.97
   8.84  341.40 246.70   0.06   0.00  10.00   0.01 332.60  78.28
   8.81  343.00 247.00   0.06   0.00  10.00   0.01 332.92  78.72
   8.31  367.00 251.60   0.07   0.00   7.00   0.01 337.85  85.80
   7.96  385.00 254.40   0.05   0.00   4.00   0.02 340.79  90.55
   7.92  386.60 254.60   0.06   0.00   5.00   0.02 341.01  90.95
   7.78  394.00 255.40   0.18   0.00  14.00   0.02 342.42  93.62
   7.67  400.00 256.40   0.18   0.00  13.00   0.02 344.06  96.56
   7.32  418.90 259.40   0.16   0.00   9.00   0.03 349.06 104.68
   6.71  453.60 264.40   0.13   0.00   5.00   0.04 357.18 116.68
   6.10  490.80 269.30   0.11   0.00   3.00   0.05 364.60 127.81
   5.49  529.70 273.60   0.15   0.00   3.00   0.06 371.53 139.41
   4.79  578.00 278.50   0.28   0.00   4.00   0.07 380.97 156.09
   3.70  659.00 287.10   0.24   0.00   2.00   0.07 396.96 184.85
   3.35  686.50 289.00   0.27   0.00   2.00   0.07 400.64 193.14
   3.03  713.00 290.90   0.30   0.00   2.00   0.10 403.79 201.11
   2.51  758.00 292.80   1.02   0.00   6.00   0.10 409.11 218.00
