 Sounding NKX 20140625-12UTC                                                     
      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00000    0.00 210.70   0.00   0.00   0.00   0.00 291.46   0.00
  70.00000    0.07 219.10   0.00   0.00   0.00   0.00 291.47   0.01
  50.00000    0.95 276.20   0.00   0.00   0.00   0.00 291.58   0.41
  45.00000    1.76 269.70   0.00   0.00   0.00   0.00 291.42   1.04
  40.00000    3.33 257.50   0.00   0.00   0.00   0.00 291.08   1.96
  35.00000    6.52 245.30   0.00   0.00   0.00   0.00 290.53   3.28
  30.00000   13.20 234.20   0.00   0.00   0.03   0.00 289.70   5.27
  23.25700   34.10 217.00   0.00   0.00   2.00   0.00 287.69   9.61
  23.16500   34.60 217.10   0.00   0.00   2.00   0.00 287.69   9.68
  22.25000   40.00 217.60   0.00   0.00   2.00   0.00 287.52  10.52
  21.64100   44.00 215.00   0.00   0.00   2.00   0.00 287.27  11.00
  21.25200   46.80 213.20   0.00   0.00   2.00   0.00 287.16  11.21
  20.72600   50.90 212.50   0.00   0.00   2.00   0.00 287.08  11.51
  20.12500   56.10 213.00   0.00   0.00   2.00   0.01 286.96  11.99
  19.81200   59.00 211.40   0.00   0.00   3.00   0.01 286.79  12.22
  19.57800   61.30 208.20   0.00   0.00   3.00   0.01 286.70  12.27
  18.89800   68.50 208.60   0.00   0.00   3.00   0.01 286.73  12.66
  18.69300   70.90 206.20   0.00   0.00   4.00   0.01 286.69  12.72
  18.59300   72.10 206.30   0.00   0.00   4.00   0.01 286.72  12.75
  18.11500   78.00 207.00   0.00   0.00   5.00   0.01 286.80  13.12
  17.59800   85.00 203.20   0.00   0.00   6.00   0.01 286.79  13.31
  17.35000   88.60 204.60   0.00   0.00   5.00   0.01 286.94  13.48
  16.98400   94.20 202.20   0.00   0.00   5.00   0.01 287.04  13.61
  16.63000  100.00 202.40   0.00   0.00   6.00   0.01 287.37  13.78
  16.28400  106.00 203.60   0.00   0.00   5.00   0.01 287.82  14.11
