 Sounding NKX 20170914-12UTC                                                     
      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00000    0.00 210.70   0.00   0.00   0.00   0.00 269.70   0.00
  70.00000    0.07 219.10   0.00   0.00   0.00   0.00 269.70   0.01
  50.00000    0.95 276.20   0.00   0.00   0.00   0.00 269.81   0.41
  45.00000    1.76 269.70   0.00   0.00   0.00   0.00 269.65   1.04
  40.00000    3.33 257.50   0.00   0.00   0.00   0.00 269.31   1.97
  35.00000    6.52 245.30   0.00   0.00   0.01   0.00 268.75   3.29
  30.00000   13.20 234.20   0.00   0.00   0.03   0.00 267.87   5.31
  24.38400   28.40 218.80   0.00   0.00   1.00   0.00 266.24   8.51
  23.68700   31.70 219.20   0.00   0.00   1.00   0.00 266.07   9.00
  23.16500   34.40 215.40   0.00   0.00   1.00   0.00 265.85   9.27
  22.77900   36.60 212.60   0.00   0.00   1.00   0.00 265.78   9.36
  21.94600   41.80 214.30   0.00   0.00   1.00   0.00 265.82   9.83
  21.64100   43.90 214.00   0.00   0.00   1.00   0.00 265.77  10.05
  21.03100   48.40 213.10   0.00   0.00   1.00   0.00 265.66  10.46
  20.76800   50.50 213.20   0.00   0.00   1.00   0.00 265.57  10.64
  20.58700   52.00 210.00   0.00   0.00   2.00   0.01 265.48  10.69
  19.33900   63.70 210.20   0.00   0.00   2.00   0.01 265.58  11.58
  18.76000   70.00 209.00   0.00   0.00   3.00   0.01 265.51  12.07
  18.59300   71.90 206.90   0.00   0.00   3.00   0.01 265.47  12.13
  18.18200   77.00 205.60   0.00   0.00   4.00   0.01 265.57  12.30
  17.38800   87.80 206.80   0.00   0.00   5.00   0.01 265.91  13.06
  17.13400   91.60 202.40   0.00   0.00   6.00   0.01 265.93  13.08
  16.15400  107.80 208.00   0.00   0.00   4.00   0.01 267.37  14.31
  15.85000  113.30 210.10   0.00   0.00   3.00   0.01 267.82  14.95
  15.44500  121.00 212.80   0.00   0.00   3.00   0.01 268.26  15.95
  15.24400  125.00 211.40   0.00   0.00   3.00   0.01 268.36  16.29
  14.95300  131.00 213.00   0.00   0.00   3.00   0.01 268.66  16.90
  14.76600  135.00 211.60   0.00   0.00   4.00   0.01 268.76  17.19
  14.63000  138.00 212.30   0.00   0.00   4.00   0.01 268.95  17.44
  14.36500  144.00 212.60   0.00   0.00   3.00   0.01 269.29  17.95
  14.11000  150.00 214.00   0.00   0.00   4.00   0.01 269.71  18.57
  13.82300  157.00 215.60   0.00   0.00   4.00   0.01 270.11  19.45
  13.58700  163.00 215.00   0.00   0.00   5.00   0.01 270.34  20.07
  13.17500  174.00 216.00   0.00   0.00   9.00   0.01 271.00  21.48
  12.92600  181.00 215.60   0.00   0.00  13.00   0.01 271.47  22.51
  12.51800  193.00 218.00   0.00   0.00  14.00   0.01 272.77  24.82
  11.88700  212.80 223.00   0.01   0.00  12.00   0.01 275.03  29.58
  11.64000  221.00 224.40   0.01   0.00  14.00   0.01 275.68  31.76
  11.58100  223.00 223.20   0.01   0.00  18.00   0.01 275.76  32.20
  11.32300  232.00 223.40   0.01   0.00  20.00   0.01 276.80  34.26
  10.97300  244.60 226.20   0.01   0.00  15.00   0.01 278.78  37.45
  10.56600  260.00 230.00   0.01   0.00  11.00   0.02 281.20  41.51
   9.14400  319.20 242.10   0.02   0.00   5.00   0.03 289.92  57.36
   7.90800  379.00 250.80   0.08   0.00   9.00   0.06 298.72  77.49
   7.51000  400.00 254.20   0.12   0.00  10.00   0.09 302.31  86.90
   6.55000  454.00 261.60   0.40   0.00  19.00   0.12 313.38 115.26
   5.86300  496.00 266.80   0.22   0.00   7.00   0.14 320.87 133.46
   5.53900  517.00 267.00   0.44   0.00  14.00   0.15 322.91 139.83
   4.87700  561.80 271.90   0.62   0.00  14.00   0.17 331.98 158.68
   4.22200  610.00 276.80   0.81   0.00  13.00   0.18 340.92 179.19
   3.70600  650.00 279.10   0.65   0.00   9.00   0.19 345.45 192.28
   3.59300  659.00 279.50   1.26   0.00  17.00   0.19 346.29 195.30
   3.34800  679.00 280.30   1.41   0.00  18.00   0.19 348.66 202.94
   3.04800  704.10 282.80   1.10   0.00  12.00   0.25 352.57 212.78
   2.74300  730.50 284.00   1.59   0.00  16.00   0.27 354.37 221.62
   2.32500  768.00 286.10   0.68   0.00   6.00   0.27 354.51 231.82
   2.16300  783.00 285.30   0.54   0.00   5.00   0.27 351.59 233.05
   2.15100  784.10 285.10   0.64   0.00   6.00   0.27 351.19 233.05
   2.14000  785.20 284.80   0.73   0.00   7.00   0.27 350.75 232.98
   2.12800  786.20 284.40   1.12   0.00  11.00   0.27 350.17 232.80
   2.11700  787.30 283.70   2.14   0.00  22.00   0.27 349.42 232.41
   2.10500  788.50 283.00   3.16   0.00  34.00   0.27 348.52 231.84
   2.09400  789.60 282.30   4.09   0.00  46.00   0.27 347.62 231.27
   2.08200  790.70 281.60   4.85   0.00  57.00   0.27 346.69 230.70
   2.07100  791.80 280.90   5.61   0.00  69.00   0.27 345.87 230.19
   2.05900  792.90 280.20   6.29   0.00  81.00   0.27 345.23 229.71
   2.04800  794.00 280.10   6.56   0.00  85.00   0.27 345.03 229.74
   2.03600  795.10 279.90   6.70   0.00  88.00   0.27 344.80 229.97
   2.02500  796.20 279.80   6.96   0.00  92.00   0.27 344.66 230.32
   2.01300  797.30 279.70   7.14   0.00  95.00   0.27 344.53 230.81
   2.00200  798.40 279.60   7.32   0.00  98.00   0.44 344.43 231.57
   1.99000  799.60 279.60   7.47   0.00  99.99   0.47 347.18 301.60
   1.97900  800.70 279.70   7.52   0.00  99.99   0.47 348.44 331.14
   1.96700  801.90 279.70   7.52   0.00  99.99   0.47 348.74 334.98
   1.95600  803.00 279.80   7.57   0.00 100.00   0.47 349.21 335.74
   1.94400  804.20 279.90   7.54   0.00  99.00   0.47 349.69 336.34
   1.93300  805.30 280.00   7.59   0.00  99.00   0.47 350.02 336.87
   1.92100  806.50 280.00   7.59   0.00  99.00   0.47 350.21 337.13
   1.91000  807.60 280.10   7.64   0.00  99.00   0.47 350.67 337.53
   1.89800  808.80 280.20   7.69   0.00  99.00   0.47 351.16 338.08
   1.88700  809.90 280.30   7.74   0.00  99.00   0.47 351.62 338.61
   1.87500  811.00 280.40   7.79   0.00  99.00   0.47 351.98 339.17
   1.86400  812.20 280.40   7.79   0.00  99.00   0.47 352.17 339.41
   1.85200  813.30 280.50   7.84   0.00  99.00   0.47 352.87 339.84
   1.84100  814.50 280.60   7.81   0.00  98.00   0.47 355.01 340.42
   1.82900  815.60 280.70   7.87   0.00  98.00   0.47 371.20 341.62
   1.48400  850.00 282.90   8.78   0.00  95.00   0.47 379.70 348.77
   1.21900  877.30 284.50   9.10   0.00  89.00   0.60 386.15 354.95
   0.82900  919.00 287.50   8.99   0.00  73.00   0.75 396.46 366.19
   0.66500  937.00 288.80   9.73   0.00  73.00   0.75 400.10 371.30
   0.48600  957.00 289.30  11.82   0.00  86.00   0.75 402.42 375.38
   0.13700  997.00 291.50  12.85   0.00  82.00   0.00 408.95 386.28
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00*******   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
