 Sounding NKX 20170621-12UTC                                                     
      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00000    0.00 210.70   0.00   0.00   0.00   0.00 298.81   0.00
  70.00000    0.07 219.10   0.00   0.00   0.00   0.00 298.81   0.01
  50.00000    0.95 276.20   0.00   0.00   0.00   0.00 298.92   0.41
  45.00000    1.76 269.70   0.00   0.00   0.00   0.00 298.76   1.04
  40.00000    3.33 257.50   0.00   0.00   0.00   0.00 298.42   1.96
  35.00000    6.52 245.30   0.00   0.00   0.00   0.00 297.85   3.27
  27.14300   18.70 219.80   0.00   0.00   1.00   0.00 295.87   6.75
  26.21300   21.60 219.60   0.00   0.00   1.00   0.00 295.81   7.24
  25.29800   24.90 218.80   0.00   0.00   1.00   0.00 295.75   7.81
  24.62200   27.70 220.20   0.00   0.00   1.00   0.00 295.70   8.37
  24.11000   30.00 219.60   0.00   0.00   1.00   0.00 295.59   8.81
  23.57700   32.60 218.20   0.00   0.00   1.00   0.00 295.47   9.22
  22.97700   35.80 218.80   0.00   0.00   1.00   0.00 295.32   9.73
  22.68000   37.50 216.80   0.00   0.00   1.00   0.00 295.20   9.93
  22.25000   40.10 216.10   0.00   0.00   1.00   0.00 295.08  10.21
  21.64100   44.20 215.10   0.00   0.00   1.00   0.00 294.86  10.62
  21.33600   46.40 213.30   0.00   0.00   1.00   0.00 294.71  10.77
  20.93200   49.50 210.80   0.00   0.00   1.00   0.00 294.58  10.88
  20.60400   52.20 211.20   0.00   0.00   1.00   0.00 294.51  11.03
  20.46400   53.40 209.20   0.00   0.00   1.00   0.00 294.46  11.05
  19.67700   60.70 209.80   0.00   0.00   1.00   0.01 294.42  11.47
  19.50700   62.40 208.60   0.00   0.00   2.00   0.01 294.36  11.56
  19.20200   65.60 206.70   0.00   0.00   2.00   0.01 294.33  11.66
  18.59700   72.50 207.60   0.00   0.00   3.00   0.01 294.37  12.09
  18.35100   75.50 205.60   0.00   0.00   3.00   0.01 294.30  12.21
  18.17800   77.70 206.00   0.00   0.00   4.00   0.01 294.29  12.32
  18.07000   79.10 204.20   0.00   0.00   4.00   0.01 294.24  12.34
  17.67800   84.50 203.10   0.00   0.00   5.00   0.01 294.29  12.46
  16.68000  100.00 200.40   0.00   0.00  11.00   0.01 294.71  12.92
  16.39400  105.00 201.80   0.00   0.00  13.00   0.01 294.99  13.22
  16.12100  110.00 200.40   0.00   0.00  15.00   0.01 295.20  13.45
  15.24000  127.80 203.00   0.00   0.00  11.00   0.01 296.57  14.63
  14.69500  140.00 206.40   0.00   0.00  12.00   0.01 297.61  15.87
  14.61000  142.00 205.80   0.00   0.00  12.00   0.01 297.73  16.05
  14.28000  150.00 207.00   0.00   0.00  13.00   0.01 298.47  16.83
  13.25700  177.00 214.80   0.00   0.00   8.00   0.01 301.42  20.72
  12.57700  197.00 218.40   0.00   0.00   9.00   0.01 303.48  24.11
  11.01000  250.00 231.00   0.01   0.00   8.00   0.01 310.66  37.09
   9.89200  294.00 240.20   0.02   0.00   7.00   0.02 316.92  51.35
   9.17900  325.00 244.40   0.08   0.00  16.00   0.02 321.49  64.45
   8.83900  340.50 247.20   0.10   0.00  15.00   0.03 324.51  72.27
   7.92500  385.50 254.20   0.14   0.00  12.00   0.05 333.17  91.73
   7.62000  401.60 256.20   0.15   0.00  11.00   0.05 335.97  98.06
   7.30200  419.00 258.00   0.21   0.00  13.00   0.07 339.03 104.74
   6.74200  451.00 262.80   0.44   0.00  19.00   0.09 346.78 120.58
   6.09600  490.10 267.90   0.30   0.00   9.00   0.10 355.59 138.10
   5.94000  500.00 269.00   0.29   0.00   8.00   0.11 357.15 141.55
   5.61500  521.00 270.00   0.70   0.00  18.00   0.11 360.58 149.57
   5.01000  562.00 275.10   0.78   0.00  14.00   0.13 371.26 169.60
   4.39700  606.00 279.80   1.67   0.00  22.00   0.13 383.73 192.95
   4.09000  629.00 282.80   1.19   0.00  13.00   0.14 391.42 205.50
   3.19000  700.00 291.10   1.38   0.00   9.00   0.17 411.45 238.50
   2.83000  730.00 293.80   2.51   0.00  14.00   0.21 418.60 253.64
   2.47000  761.00 296.30   1.45   0.00   7.00   0.21 424.34 267.44
   2.32400  774.00 295.50   1.78   0.00   9.00   0.21 424.73 269.71
   2.13400  791.00 297.10   1.74   0.00   8.00   0.33 429.03 275.42
   1.59700  841.00 301.80   1.41   0.00   5.00   0.37 439.24 294.86
   1.35800  864.00 302.10   2.87   0.00  10.00   0.41 440.29 302.07
   0.91600  908.00 304.50   3.26   0.00  10.00   0.59 443.58 319.78
   0.69200  931.00 303.90   9.17   0.00  29.00   0.59 437.87 329.41
   0.57700  943.00 301.10  10.04   0.00  37.00   0.59 428.03 330.86
   0.53900  947.10 300.30  11.94   0.00  46.00   0.59 424.78 331.08
   0.52500  948.60 299.90  12.44   0.00  49.00   0.59 423.38 331.12
   0.51100  950.10 299.60  12.99   0.00  52.00   0.59 422.03 331.24
   0.49700  951.60 299.30  13.51   0.00  55.00   0.59 420.52 331.44
   0.48400  953.00 298.90  13.93   0.00  58.00   0.59 418.86 331.49
   0.47000  954.60 298.30  14.86   0.00  64.00   0.59 416.81 331.29
   0.45600  956.10 297.70  15.49   0.00  69.00   0.59 414.66 330.99
   0.44200  957.60 297.00  15.97   0.00  74.00   0.59 412.39 330.53
   0.42800  959.10 296.40  16.68   0.00  80.00   0.59 410.14 330.12
   0.41400  960.60 295.80  17.12   0.00  85.00   0.59 407.67 329.78
   0.40000  962.10 295.10  17.42   0.00  90.00   0.59 404.58 329.31
   0.38700  963.60 293.50  16.40   0.00  93.00   0.59 400.79 327.53
   0.37300  965.10 291.90  15.41   0.00  96.00   0.59 397.35 325.05
