 Sounding NKX 20140605-12UTC                                                     
      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00000    0.00 210.70   0.00   0.00   0.00   0.00 295.11   0.00
  70.00000    0.07 219.10   0.00   0.00   0.00   0.00 295.11   0.01
  50.00000    0.95 276.20   0.00   0.00   0.00   0.00 295.22   0.41
  45.00000    1.76 269.70   0.00   0.00   0.00   0.00 295.06   1.04
  40.00000    3.33 257.50   0.00   0.00   0.00   0.00 294.72   1.95
  35.00000    6.52 245.30   0.00   0.00   0.00   0.00 294.17   3.24
  30.00000   13.20 234.20   0.00   0.00   0.01   0.00 293.28   5.17
  24.38400   28.20 218.60   0.00   0.00   1.00   0.00 291.59   8.15
  23.99000   30.00 217.20   0.00   0.00   1.00   0.00 291.51   8.35
  23.90600   30.40 216.60   0.00   0.00   1.00   0.00 291.50   8.39
  23.47000   32.60 217.40   0.00   0.00   1.00   0.00 291.47   8.66
  23.16500   34.20 217.40   0.00   0.00   1.00   0.00 291.42   8.88
  22.02200   40.90 216.20   0.00   0.00   1.00   0.00 291.09   9.73
  21.47700   44.60 214.00   0.00   0.00   1.00   0.00 290.81  10.05
  21.24500   46.30 210.80   0.00   0.00   2.00   0.00 290.70  10.09
  20.88200   49.10 211.40   0.00   0.00   2.00   0.00 290.66  10.26
  20.50400   52.20 209.40   0.00   0.00   2.00   0.00 290.56  10.42
  20.28400   54.10 210.20   0.00   0.00   2.00   0.00 290.55  10.55
  19.81200   58.40 208.90   0.00   0.00   2.00   0.00 290.40  10.82
  19.64600   60.00 207.00   0.00   0.00   2.00   0.00 290.35  10.86
  18.89800   67.90 206.60   0.00   0.00   3.00   0.00 290.30  11.22
  18.71000   70.00 204.20   0.00   0.00   3.00   0.00 290.23  11.25
  18.41000   73.60 204.60   0.00   0.00   4.00   0.00 290.23  11.37
  18.15100   76.90 200.60   0.00   0.00   4.00   0.00 290.16  11.33
