 Sounding NKX 20170518-12UTC                                                     
      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
 100.00000    0.00 210.70   0.00   0.00   0.00   0.00 269.88   0.00
  70.00000    0.07 219.10   0.00   0.00   0.00   0.00 269.88   0.01
  50.00000    0.95 276.20   0.00   0.00   0.00   0.00 270.00   0.41
  45.00000    1.76 269.70   0.00   0.00   0.00   0.00 269.84   1.04
  40.00000    3.33 257.50   0.00   0.00   0.00   0.00 269.50   1.96
  35.00000    6.52 245.30   0.00   0.00   0.00   0.00 268.96   3.28
  30.00000   13.20 234.20   0.00   0.00   0.03   0.00 268.16   5.28
  23.47000   32.40 220.40   0.00   0.00   1.00   0.00 266.56   9.46
  22.86000   35.60 221.70   0.00   0.00   1.00   0.00 266.49  10.03
  22.55500   37.40 221.40   0.00   0.00   1.00   0.00 266.39  10.35
  21.56100   43.60 217.60   0.00   0.00   1.00   0.00 266.03  11.09
  21.06900   47.10 218.00   0.00   0.00   1.00   0.00 265.91  11.47
  20.69000   50.00 215.40   0.00   0.00   1.00   0.00 265.74  11.68
  20.28900   53.30 213.80   0.00   0.00   1.00   0.01 265.67  11.83
  19.55800   59.90 215.00   0.00   0.00   1.00   0.01 265.66  12.41
  19.10700   64.40 211.60   0.00   0.00   1.00   0.01 265.55  12.63
  18.38000   72.40 213.60   0.00   0.00   1.00   0.01 265.65  13.25
  18.20200   74.50 211.80   0.00   0.00   1.00   0.01 265.59  13.36
  17.92500   77.90 212.00   0.00   0.00   1.00   0.01 265.59  13.55
  17.43000   84.40 209.40   0.00   0.00   2.00   0.01 265.55  13.79
  17.15200   88.30 211.20   0.00   0.00   2.00   0.01 265.64  14.08
  16.98000   90.80 209.20   0.00   0.00   2.00   0.01 265.58  14.18
  16.39000  100.00 208.40   0.00   0.00   2.00   0.01 265.81  14.53
  16.09100  105.00 210.20   0.00   0.00   2.00   0.01 266.01  14.89
  15.97600  107.00 209.40   0.00   0.00   2.00   0.01 266.03  15.00
  15.42700  117.00 211.00   0.00   0.00   3.00   0.01 266.28  15.75
  15.24000  120.60 209.50   0.00   0.00   3.00   0.01 266.26  15.93
  14.73400  131.00 209.80   0.00   0.00   6.00   0.01 266.41  16.59
  14.50500  136.00 207.60   0.00   0.00   8.00   0.01 266.42  16.79
  14.32900  140.00 208.20   0.00   0.00  11.00   0.01 266.58  17.04
  14.07400  146.00 207.40   0.00   0.00  15.00   0.01 266.77  17.47
  13.99100  148.00 207.20   0.00   0.00  17.00   0.01 266.88  17.62
  13.78900  153.00 208.40   0.00   0.00  18.00   0.01 267.20  18.16
  13.07500  172.00 208.40   0.00   0.00  24.00   0.01 268.37  20.20
  12.80200  179.80 210.60   0.00   0.00  23.00   0.01 269.16  21.32
  12.42700  191.00 212.80   0.00   0.00  26.00   0.01 270.14  23.27
  12.33000  194.00 211.80   0.00   0.00  29.00   0.01 270.35  23.70
  12.14000  200.00 213.20   0.01   0.00  26.00   0.01 271.04  24.68
  11.88700  208.20 214.50   0.01   0.00  24.00   0.01 271.97  26.10
  10.71000  250.00 224.20   0.01   0.00  14.00   0.01 277.43  34.91
   9.49000  300.00 234.00   0.02   0.00  13.00   0.02 284.49  48.40
   8.26800  357.00 244.00   0.05   0.00  11.00   0.04 293.78  67.09
   7.44000  400.00 251.80   0.11   0.00  11.00   0.07 301.78  84.00
   6.70600  441.10 258.00   0.17   0.00  11.00   0.10 309.06 101.68
   5.89000  491.00 263.60   0.49   0.00  20.00   0.12 317.42 125.63
   5.52200  515.00 264.60   0.68   0.00  26.00   0.13 320.96 137.08
   4.57200  580.70 272.30   0.78   0.00  17.00   0.14 335.70 167.06
   4.14400  613.00 275.80   0.81   0.00  14.00   0.15 341.12 180.10
   3.96200  627.00 275.90   0.82   0.00  14.00   0.16 341.88 184.23
   3.42500  670.00 276.90   0.44   0.00   7.00   0.16 344.67 192.73
   3.12700  695.00 278.30   0.82   0.00  12.00   0.16 346.22 198.05
   3.06900  700.00 277.50   1.56   0.00  24.00   0.18 345.73 198.88
   2.97700  708.00 277.10   2.22   0.00  35.00   0.23 346.05 200.92
   2.74300  728.60 278.60   2.87   0.00  41.00   0.23 350.01 210.53
   2.24500  774.00 282.90   3.42   0.00  37.00   0.24 359.29 233.90
   1.98000  799.00 283.50   4.13   0.00  43.00   0.40 361.35 243.61
   1.52400  843.80 286.80   4.84   0.00  41.00   0.40 366.75 263.65
   1.29500  867.00 286.50   4.75   0.00  41.00   0.40 363.25 269.81
   1.21900  874.90 284.30   5.65   0.00  56.00   0.40 359.35 268.55
   1.00000  898.40 281.80   7.75   0.00  90.00   0.65 354.10 268.07
   0.99700  898.70 281.80   7.84   0.00  91.00   0.65 354.07 268.12
   0.99400  899.00 281.80   7.84   0.00  91.00   0.65 354.02 268.17
   0.99100  899.30 281.70   7.88   0.00  92.00   0.65 353.95 268.19
   0.98800  899.70 281.70   7.88   0.00  92.00   0.65 353.92 268.23
   0.98500  900.00 281.70   7.96   0.00  93.00   0.65 353.88 268.28
   0.98200  900.30 281.60   7.91   0.00  93.00   0.65 353.81 268.30
   0.97900  900.60 281.60   8.00   0.00  94.00   0.65 353.79 268.34
   0.97600  900.90 281.60   8.00   0.00  94.00   0.65 353.75 268.40
   0.97300  901.30 281.50   7.94   0.00  94.00   0.65 353.70 268.42
   0.97000  901.60 281.50   8.03   0.00  95.00   0.65 353.69 268.46
   0.96700  901.90 281.50   8.03   0.00  95.00   0.65 353.66 268.52
   0.96400  902.20 281.40   8.06   0.00  96.00   0.65 353.61 268.54
   0.96100  902.50 281.40   8.06   0.00  96.00   0.65 353.62 268.58
   0.95800  902.80 281.40   8.14   0.00  97.00   0.65 353.61 268.64
   0.95600  903.20 281.40   8.14   0.00  97.00   0.65 353.61 268.66
   0.95300  903.50 281.40   8.14   0.00  97.00   0.65 354.67 291.76
   0.95000  903.80 281.40   8.14   0.00  97.00   0.65 355.27 304.81
   0.94700  904.10 281.40   8.14   0.00  97.00   0.65 355.80 314.87
   0.94400  904.50 281.40   8.14   0.00  97.00   0.65 356.32 322.57
   0.94100  904.80 281.50   8.20   0.00  97.00   0.65 356.83 328.55
   0.93800  905.10 281.50   8.20   0.00  97.00   0.65 357.27 333.12
   0.93500  905.40 281.50   8.11   0.00  96.00   0.65 357.75 336.58
   0.93200  905.80 281.50   8.11   0.00  96.00   0.65 358.35 339.20
   0.92900  906.10 281.50   8.11   0.00  96.00   0.65 359.10 341.18
   0.92600  906.40 281.60   8.17   0.00  96.00   0.65 360.03 342.80
   0.92300  906.70 281.60   8.17   0.00  96.00   0.65 361.10 344.07
   0.92000  907.10 281.60   8.17   0.00  96.00   0.65 362.48 345.03
   0.91700  907.40 281.60   8.17   0.00  96.00   0.65 364.27 345.79
   0.91400  907.70 281.60   8.17   0.00  96.00   0.65 366.64 346.41
   0.61000  941.40 283.80   9.20   0.00  94.00   0.65 373.65 352.87
   0.19600  989.00 286.90  11.04   0.00  93.00   0.65 380.85 364.89
   0.13700  996.00 286.10  10.62   0.00  94.00   0.00 379.60 364.63
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00*******   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00000    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
