      z       p      T     wv     O3     RH   Aer.  LW_up  LW_dn
   3.00  714.30 281.75   1.30   0.00  15.16   0.21 363.56   0.00
   2.62  747.40 284.65   1.35   0.00  13.04   0.21 370.25 165.76
   2.23  782.10 287.45   1.39   0.00  11.34   0.28 376.32 196.31
   1.85  818.20 290.05   1.44   0.00  10.00   0.38 381.40 218.00
   1.46  856.20 292.35   1.49   0.00   9.02   0.38 384.68 236.06
   1.06  897.50 293.95   1.56   0.00   8.59   0.38 383.11 251.29
   1.04  900.10 293.95   1.56   0.00   8.61   0.38 382.55 252.06
   1.01  902.60 293.95   1.56   0.00   8.64   0.49 381.88 252.78
   0.99  905.20 293.85   1.56   0.00   8.68   0.60 381.07 253.42
   0.96  907.70 293.85   1.57   0.00   8.74   0.60 380.17 254.10
   0.94  910.30 293.75   1.58   0.00   8.82   0.60 378.98 254.71
   0.92  912.90 293.55   1.58   0.00   8.94   0.60 377.45 255.19
   0.89  915.50 293.35   1.59   0.00   9.11   0.60 375.37 255.59
   0.87  918.10 292.85   1.60   0.00   9.40   0.60 371.69 255.71
   0.84  920.70 291.65   1.61   0.00  10.16   0.60 364.17 248.84
   0.82  923.30 283.55   9.63   0.00  99.99   0.60 366.50 321.81
   0.80  925.90 283.65   9.69   0.00  99.99   0.60 367.81 347.00
   0.77  928.50 283.75   9.75   0.00  99.99   0.60 368.54 353.25
   0.75  931.10 283.85   9.82   0.00  99.99   0.60 369.25 355.20
   0.72  933.70 284.05   9.94   0.00  99.99   0.60 370.08 356.49
   0.70  936.40 284.15  10.00   0.00  99.99   0.60 370.63 357.43
   0.68  939.00 284.25  10.07   0.00  99.99   0.60 371.27 358.19
   0.65  941.70 284.35  10.13   0.00  99.99   0.60 372.28 358.94
   0.63  944.40 284.45  10.19   0.00  99.99   0.60 374.97 359.74
   0.60  947.00 284.55  10.26   0.00  99.99   0.60 384.90 360.83
   0.60  947.60 284.65  10.30   0.00  99.78   0.60 385.11 360.95
   0.40  969.80 286.55  10.47   0.00  90.15   0.60 391.78 367.10
   0.20  993.00 288.45  10.62   0.00  81.35   0.60 397.81 374.07
   0.00 1016.80 290.35  10.75   0.00  73.47   0.00 402.57 381.49
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
   0.00    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
